Compound,G_sol,DeltaG_sol,volume,sol_dip,Lsolu_Hsolv,Lsolv_Hsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,LogS
IGEMDIAQXSOCKX-UHFFFAOYSA-N,-28522.1452,812.3253,312.597,8.41393,11.225,14.487,-4.21272,-2.98489,-1.02088,2.85735,1.13611,319.3648,492.1851501,-3.0269999999999997
IIZIPXWXNPFUOU-UHFFFAOYSA-N,-28267.7096,-351.6769,304.123,1.34381,11.96,14.443,-1.5054,-0.32079,-0.43912,0.38124,-1.83086,251.2816,489.1829224,-1.367
IJFPVINAQGWBRJ-UHFFFAOYSA-N,-38047.2739,325.4835,523.0840000000002,3.67582,11.661,14.873,-1.32845,-2.22222,-0.39447,0.38087,-1.32845,390.5618,773.0043945,-6.639999
IKECULIHBUCAKR-UHFFFAOYSA-N,-19493.7375,63.4567,152.585,1.90101,15.654000000000002,15.253,-0.39274,-0.92679,-0.39274,0.23682,-0.39274,102.176,293.6345825,-0.41
IKZBNCORGKYEDZ-UHFFFAOYSA-N,-30393.5405,217.2223,352.782,8.32133,11.442,13.643,-1.15336,-0.35459,-0.45388,0.42773,-2.01485,335.3096,530.4804077,-5.269
IMIDOCRTMDIQIJ-UHFFFAOYSA-N,-25837.2767,158.6339,262.808,2.97566,12.238,14.09,-0.70431,-0.48534,-0.48208,0.41889,-1.30346,208.2596,449.6387634,-2.36
IMMLSOUHQHJKTL-UHFFFAOYSA-N,-39614.8719,-1166.4651,521.9119999999998,3.5691,12.23,13.285,-1.7852400000000002,-0.66888,-0.43618,0.33662,-2.63763,467.348,699.114624,-1.45272
IMNFDUFMRHMDMM-UHFFFAOYSA-N,-20390.2961,92.5838,165.81799999999996,0.0170784,16.155,15.696,0.0,-1.26253,-0.21694,0.08224,0.0,100.2034,340.0371704,-4.53
IMONTRJLAWHYGT-UHFFFAOYSA-N,-30138.2709,198.3313,420.293,2.8084,12.449000000000002,14.42,-1.05185,-1.98145,-0.41898,0.3272,-1.05185,340.4614,579.336731,-4.79
IMPKVMRTXBRHRB-UHFFFAOYSA-N,-22439.982000000004,280.6936,182.025,6.4065,14.897,15.246,-1.88657,-0.03366,-0.39528,0.24929,-1.88657,164.1578,320.2976379,-0.17
IMWQMZMZPWIQBE-UHFFFAOYSA-N,-23919.3583,1571.273,212.267,3.39984,12.025,14.047,-1.01529,0.56061,-0.5078,0.44953,-2.61261,186.173,396.4159546,-1.9480000000000002
INWLQCZOYSRPNW-UHFFFAOYSA-N,-28736.3978,-579.9624,319.28,5.36205,12.615,13.878,-0.41808,-1.32777,-0.41808,0.32349,-1.00586,246.3516,476.7664795,-1.55
IOUNQDKNJZEDEP-UHFFFAOYSA-N,-33286.5147,883.9008,385.218,10.9344,9.465,14.112,-1.88076,-0.27648,-1.31198,2.57126,-1.59226,367.8016,565.5169678,-5.23
IPCSVZSSVZVIGE-UHFFFAOYSA-N,-31066.9667,25.9305,375.323,2.14719,13.611,15.361,-0.78223,-2.16289,-0.43812,0.35185,-0.78223,256.4276,643.2553711,-6.809999
IPEHBUMCGVEMRF-UHFFFAOYSA-N,-20420.0325,-203.7158,137.27700000000002,4.81907,11.654000000000002,14.954,-0.4538100000000001,0.06774,-0.4538100000000001,0.38227,-1.16233,123.114,281.4981995,-0.74
IQUPABOKLQSFBK-UHFFFAOYSA-N,-20724.8231,111.5769,148.124,7.35608,11.235,14.677,-1.12278,-0.42955,-0.41192,0.58539,-0.5373899999999999,139.1104,288.7661743000001,-1.74
IRIAEXORFWYRCZ-UHFFFAOYSA-N,-31921.1311,108.184,378.576,3.89649,11.653,14.487,-1.3226,-1.08086,-0.39311,0.38076,-1.3226,312.3646,604.6594238,-5.649453
ISEUFVQQFVOBCY-UHFFFAOYSA-N,-26594.4626,78.7723,289.545,2.51595,12.701,14.13,-0.20283,0.00882,-0.44987,0.30886,-2.1289,225.293,491.2127075,-2.48
ISMYLNZMKJLINI-UHFFFAOYSA-N,-26614.9028,-152.4526,315.649,3.34737,11.865,13.537,-0.43988,-0.5393100000000001,-0.43988,0.38762,-1.4361700000000002,268.3176,480.7107239,-2.86
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,-18515.2828,-15.6471,117.505,1.90894,12.65,14.198,-0.33777,-0.66742,-0.33777,0.26814,-0.33777,94.1128,257.9651184,0.0
ITEQSCBLCCNACE-UHFFFAOYSA-N,-25765.6124,435.4716,265.744,6.52626,11.738,14.561,-1.06921,-0.3778,-0.4733600000000001,0.4292,-1.39215,211.2602,443.2851563,-0.85
IUTPYMGCWINGEY-UHFFFAOYSA-N,-27911.5811,34.1414,310.61,1.6636,11.498,14.125,0.0,-0.8285,-0.11465999999999997,0.18139,-0.0419,326.4365,471.3568726,-7.39
IVUXTESCPZUGJC-UHFFFAOYSA-N,-28530.9266,222.5916,326.948,7.644310000000001,12.251,13.597,-0.66545,-0.7319100000000001,-0.49093,0.42413,-1.39743,290.7487,537.6580811000001,-4.89
IWDCLRJOBJJRNH-UHFFFAOYSA-N,-19714.7033,67.28399999999999,139.251,2.04199,12.62,13.975,-0.33738,-0.79565,-0.33738,0.26705,-0.33738,108.1396,289.1115417,-0.7
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,-23538.625,311.6592,193.241,3.50949,13.378,15.832,-1.3457,0.04584,-0.39131,0.34039,-1.3457,160.1694,386.0081177,-0.82
IZNWACYOILBFEG-UHFFFAOYSA-N,-23249.8449,-56.7171,217.808,6.62183,11.377,13.902,-0.76671,-1.08133,-0.38448,0.57133,-0.19538,187.1976,368.846344,-4.272
JAYCNKDKIKZTAF-UHFFFAOYSA-N,-23733.8885,-42.7276,241.513,2.53953,12.161,14.098,0.0,-1.16894,-0.13295,0.15746,-0.06887,223.1012,400.2556458,-5.27
JBDOSUUXMYMWQH-UHFFFAOYSA-N,-23366.6511,-62.5879,214.86900000000003,2.07901,11.133,12.859000000000002,0.0,-1.03595,-0.16796,0.15358,-0.02228,185.243,378.7547302,-4.6
JFCQEDHGNNZCLN-UHFFFAOYSA-N,-21527.0811,33.7172,152.966,4.25743,13.568,16.146,-1.55751,0.23349,-0.43647,0.35504,-1.55751,132.1158,307.7828979,1.0
JFNWFXVFBDDWCX-UHFFFAOYSA-N,-30488.8054,-1786.9757,334.439,11.0957,10.984000000000002,13.539,-2.21877,-1.5805,-0.94558,2.81381,-0.5566300000000001,309.3392,516.9658813,-3.59
JFSPBVWPKOEZCB-UHFFFAOYSA-N,-24552.273,-140.8388,235.415,3.88871,12.402,13.707,-0.50972,-0.94107,-0.4352,0.40216,-0.82085,201.2244,415.3181763,-3.3
JHBKHLUZVFWLAG-UHFFFAOYSA-N,-21769.3759,-52.3847,196.43,0.00320046,11.659,14.464,0.0,-0.38606,-0.09607,0.1861,0.01403,215.8938,332.5701599,-5.512673
JHIVVAPYMSGYDF-UHFFFAOYSA-N,-19315.9929,-56.7261,131.80100000000002,3.64254,13.276,14.982,-0.36909,-0.65258,-0.36909,0.26582,-0.36909,98.1444,275.7168884,-0.6
JHJOOSLFWRRSGU-UHFFFAOYSA-N,-29325.1248,170.3046,305.084,7.7972800000000015,10.623,14.611,-2.0855200000000003,-0.31404,-1.42061,2.7411,-0.72778,321.5422,471.4962158,-5.72
JIEKMACRVQTPRC-UHFFFAOYSA-N,-29855.3286,537.379,355.1380000000001,3.77789,11.362,13.677,-0.75603,-1.43295,-0.4194600000000001,0.4185,-0.5536300000000001,329.8003,546.2109375,-4.966
JIGUQPWFLRLWPJ-UHFFFAOYSA-N,-20525.4807,476.1333,132.209,1.6442599999999998,12.5,15.543,-0.71159,-0.20184,-0.42984,0.36642,-0.71159,100.117,288.3949585,-0.74
JIVPVXMEBJLZRO-UHFFFAOYSA-N,-29722.4054,454.1011,339.2390000000001,8.11563,11.535,14.569,-2.74813,-0.98191,-0.97849,2.83896,-1.23518,338.7649,514.914917,-3.38927
JJYPMNFTHPTTDI-UHFFFAOYSA-N,-19777.8423,135.168,143.15200000000004,1.67536,12.86,13.012,0.0,-0.88479,-0.42584,0.23816,-0.42584,107.1548,295.324646,-0.85
JLKIGFTWXXRPMT-UHFFFAOYSA-N,-26317.1426,-149.0034,266.56,8.11546,11.547,13.452,-1.91092,-1.56359,-0.97008,2.83524,-0.37666,253.2752,456.28668210000006,-2.7784400000000002
JLRGJRBPOGGCBT-UHFFFAOYSA-N,-28768.5431,169.9814,311.298,7.365310000000001,11.425999999999998,14.59,-2.4068,-1.47951,-0.96547,2.8426400000000003,-0.76793,270.3458,524.9182739,-3.39
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-23802.262,-73.8598,244.546,6.80103,12.448,14.217,0.0,-0.4296100000000001,-0.1023,0.17367,-0.58335,290.8314,374.2933655,-4.51
JMMWKPVZQRWMSS-UHFFFAOYSA-N,-19987.9542,21.8215,138.692,2.0207900000000003,13.557,16.015,-0.71413,-0.31202,-0.43371,0.3353,-0.71413,102.1328,297.33068849999995,-0.55
JOFWLTCLBGQGBO-UHFFFAOYSA-N,-28859.7981,-42.7325,362.691,8.87135,11.445,14.336,0.0,-1.15723,-0.18915,0.17556,-0.64148,343.2146,534.538269,-4.08
JOMNTHCQHJPVAZ-UHFFFAOYSA-N,-19464.1608,-30.6154,140.25,2.5332,15.491,13.931,0.0,-0.5582,-0.34505,0.17437,-0.68699,100.1632,278.4187622,0.74
JOYRKODLDBILNP-UHFFFAOYSA-N,-19355.9974,99.7929,109.318,2.8974900000000003,13.799,15.395,-0.8029999999999999,0.20739,-0.50857,0.42466,-1.20413,89.0938,257.76037599999995,0.85
JPLCQHHISLYGRA-UHFFFAOYSA-N,-24859.9836,-169.1898,229.449,4.72681,12.358,13.627,-0.66275,-0.5162100000000001,-0.43657,0.35582,-1.22901,192.217,413.1203613,-2.138
JQUIGGQYRQVIIE-UHFFFAOYSA-N,-26385.9526,96.2019,272.416,5.6388300000000005,11.949000000000002,14.669,-1.42908,-0.01665,-0.41427,0.38348,-1.73888,235.239,458.7335205,-0.495
JRZJOMJEPLMPRA-UHFFFAOYSA-N,-22424.0641,101.7382,203.131,0.255988,13.775,14.762,0.0,-1.59381,-0.24111,0.12937,0.0,126.2412,391.3174438,-5.05
JSZOAYXJRCEYSX-UHFFFAOYSA-N,-18519.7015,-23.9977,111.683,5.4972699999999985,11.963,16.502,-0.82709,-0.52585,-0.41368,0.54074,-0.28635,89.0938,258.38607790000003,-0.8
JTAGHJPZEDNHHA-UHFFFAOYSA-N,-34681.6975,953.2983,443.742,9.29459,12.182,13.151,-1.395,-0.83624,-0.45787,0.36181,-2.51837,371.4352,712.0881958,-1.845
JTGMTYWYUZDRBK-UHFFFAOYSA-N,-23457.2957,-74.154,255.294,0.00225564,11.295,12.64,0.0,-1.75482,-0.18749,0.15252000000000002,0.0,206.2866,413.1112061,-6.5700009999999995
JUHORIMYRDESRB-UHFFFAOYSA-N,-26354.2478,235.9661,318.559,2.54451,12.704,14.108,0.0,-1.79835,-0.34223000000000003,0.17288,-0.6844100000000001,240.3474,525.7734985000002,-1.206
JUJWROOIHBZHMG-UHFFFAOYSA-N,-17039.5894,-17.3622,101.837,2.59057,12.557,14.688,0.0,-0.5816600000000001,-0.23049,0.1736,-0.23049,79.1012,235.5770264,0.76
JVPGYYNQTPWXGE-UHFFFAOYSA-N,-26047.1466,-382.3249,262.088,1.33913,11.35,13.706,0.0,-1.6550900000000002,-0.28597,0.33996,0.13879,225.3076,440.8222351,-4.353
JVSWJIKNEAIKJW-UHFFFAOYSA-N,-21665.562,12.5537,186.879,0.0356273,16.136,15.604,0.0,-1.41696,-0.21675,0.08932999999999999,0.0,114.2302,362.655365,-5.08
JWBOIMRXGHLCPP-UHFFFAOYSA-N,-27851.3353,-91.9604,323.69,3.5565,12.165,14.274,0.0,-1.33806,-0.1375,0.17752,-0.27619,320.045,486.3045959,-6.509999
JWUCHKBSVLQQCO-UHFFFAOYSA-N,-27526.7762,148.4952,334.086,1.97873,12.272,14.235,-0.35282,-1.07446,-0.35282,0.2476,-1.19595,301.295,484.7045898,-3.37
JWUJQDFVADABEY-UHFFFAOYSA-N,-18421.1086,126.2496,121.739,2.25055,15.22,15.114,-0.32369000000000003,-0.63303,-0.32369000000000003,0.10613,-0.32369000000000003,86.1334,265.5760498,0.11
JWZZKOKVBUJMES-UHFFFAOYSA-N,-26043.6771,-38.8911,265.687,5.9367800000000015,12.366,14.077,-1.0386,-0.92266,-0.38223,0.27197,-1.3727200000000002,211.2602,447.66232300000013,0.14
JXCGFZXSOMJFOA-UHFFFAOYSA-N,-24707.412,181.5644,244.827,4.90463,12.432,13.646,-0.49312,-0.37258,-0.49312,0.42536,-1.22209,212.6785,424.43399050000005,-3.46
JXSJBGJIGXNWCI-UHFFFAOYSA-N,-33276.2822,835.5081,356.523,6.10157,9.631,14.743,-2.65976,-0.10032,-1.24702,2.5068900000000003,-2.0270200000000003,330.3503,560.1901245,-3.3626400000000003
JXVIIQLNUPXOII-UHFFFAOYSA-N,-26448.2037,136.0846,293.625,5.05591,12.707,13.622,-0.49844,-1.1911,-0.49844,0.42332,-1.22224,232.3248,483.2529297,-4.11
JYFHYPJRHGVZDY-UHFFFAOYSA-N,-27722.2249,-446.2466,261.321,5.8376800000000015,12.62,15.964,-3.54855,-1.0051,-1.1758,2.68331,-0.86524,210.2095,463.5078125,-1.087
JYVLIDXNZAXMDK-UHFFFAOYSA-N,-19430.9354,192.4718,134.317,1.95253,15.755999999999998,15.431,-0.39862,-0.79186,-0.39862,0.23706,-0.39862,88.1492,286.0352478000001,-0.29
JYYNAJVZFGKDEQ-UHFFFAOYSA-N,-20532.0573,574.0573,145.351,2.74139,12.546,14.462,0.0,-0.8339700000000001,-0.23645,0.1741,-0.23645,107.1548,298.2058105,0.38
JZQKKSLKJUAGIC-UHFFFAOYSA-N,-28614.9923,195.9118,312.947,4.06916,12.549,13.015,-0.61244,-1.44187,-0.38208,0.27903,-1.13292,248.3242,509.825592,-3.8545300000000005
JZUFKLXOESDKRF-UHFFFAOYSA-N,-27242.4848,98.0016,269.771,10.6304,11.477,14.027,-3.90459,-1.28629,-0.98525,2.84538,-0.41995,297.7309,431.7575989,-2.6939
JZUTXVTYJDCMDU-UHFFFAOYSA-N,-32265.0319,-158.6332,420.226,9.03022,11.572,13.597,-1.52537,-0.66686,-0.36075,0.39343,-1.7884,383.4,604.5792236000002,-4.11
KAATUXNTWXVJKI-UHFFFAOYSA-N,-34719.2073,83.9085,475.367,4.55685,12.238,14.054,-0.8194899999999999,-1.71321,-0.39009,0.35497,-0.89551,416.30300000000005,696.9781494,-8.019997
KAESVJOAVNADME-UHFFFAOYSA-N,-16460.9193,-51.3427,88.6938,2.70848,13.845999999999998,13.672,0.0,-0.79055,-0.25012,0.27345,-0.14570999999999998,67.0902,221.2260284,-0.17
KANLOADZXMMCQA-UHFFFAOYSA-N,-23904.7094,-165.5514,238.158,0.363508,11.776,13.356,0.0,-1.61146,-0.18532,0.15107,0.0,192.2598,403.2672424,-5.84
KDDQDUIBYASSFC-UHFFFAOYSA-N,-28666.1241,20.8803,339.8769999999999,3.48726,11.630999999999998,13.74,-0.43279,0.13485,-0.43279,0.46221,-1.88497,322.2891,505.2969666,-4.21
KDYFGRWQOYBRFD-UHFFFAOYSA-N,-20978.3122,-394.6717,131.45,0.00226332,13.515999999999998,16.244,-1.54756,0.40105,-0.43433,0.35739,-1.54756,118.089,281.1311035,-0.2
KENZYIHFBRWMOD-UHFFFAOYSA-N,-26878.0565,-108.0839,286.887,2.88844,11.675999999999998,14.098,0.0,-0.93681,-0.115,0.17154,-0.07912000000000001,291.9914,449.72058110000006,-7.250000999999999
KFIRODWJCYBBHY-UHFFFAOYSA-N,-25105.9282,-209.479,209.995,9.04293,10.855,15.396,-2.22516,0.48143,-0.40898,0.58055,-1.64461,211.1306,357.9763184,-1.00776
KFNNIILCVOLYIR-UHFFFAOYSA-N,-19379.0182,507.6408,117.164,5.49378,13.574000000000002,15.893,-0.71222,-0.08711,-0.40768,0.30989,-0.71222,88.10600000000002,266.1540527,-0.49
KFZMGEQAYNKOFK-UHFFFAOYSA-N,-17146.33,822.2538,91.2748,1.99183,15.742,15.685,-0.4021,-0.4679100000000001,-0.4021,0.23802,-0.4021,60.0956,227.4402924,0.43
KGVPNLBXJKTABS-UHFFFAOYSA-N,-18947.1294,14.1888,111.95,4.04672,12.7,14.969,-0.25072,-0.44738,-0.28329,0.28592,-0.37262,99.089,256.4689331,-0.07
KHBQMWCZKVMBLN-UHFFFAOYSA-N,-22586.0861,-571.5455,166.359,5.46822,11.723,14.605,-1.96818,-1.22886,-0.9846,2.83055,-0.06153,157.1868,322.3204956,-1.56
KHNYNFUTFKJLDD-UHFFFAOYSA-N,-26176.2025,495.0888,296.46,0.93496,10.936,13.168,0.0,-1.80812,-0.15208,0.15616,0.0,252.3148,456.5586243,-8.0
KIEDNEWSYUYDSN-UHFFFAOYSA-N,-25952.5781,1.6572,279.406,1.67253,12.274,14.288,-0.56061,-0.83385,-0.40667,0.33072,-0.84347,239.7011,439.1204224,-2.34
KIGQVWWOESIMBG-UHFFFAOYSA-N,-23855.7903,-91.8863,223.259,5.19762,13.394,14.402,-0.7641399999999999,-0.29318,-0.4260600000000001,0.31853000000000004,-1.28096,181.1938,397.626709,0.46
KIVUHCNVDWYUNP-UHFFFAOYSA-N,-25630.8166,87.4902,285.633,3.03702,11.664,12.493,0.0,-1.71576,-0.40324,0.24789,-0.40324,243.3074,449.0122375,-6.2
KIWUVOGUEXMXSV-UHFFFAOYSA-N,-19740.2655,54.6364,136.472,5.53646,10.875,14.031,-0.34254,-0.01234,-0.35453,0.336,-0.67155,133.1828,268.7313538,-1.77
KJONHKAYOJNZEC-UHFFFAOYSA-N,-26817.3583,-39.5458,307.358,2.09492,11.015999999999998,14.308,-1.21379,-0.7129,-0.41719,0.5852,-1.15429,281.2702,484.7434692,-3.79244
KJVQYDYPDFFJMP-UHFFFAOYSA-N,-27261.747000000007,85.7604,278.263,7.9573,11.312,13.505999999999998,-1.91579,-1.80538,-0.96157,2.82461,-0.10619,269.3358,465.1863709,-2.909
KMAQZIILEGKYQZ-UHFFFAOYSA-N,-22289.4028,-453.5091,160.743,6.04575,11.119000000000002,14.800999999999998,-0.79573,-0.48845,-0.39861,0.58391,-0.22333000000000006,157.5561,307.4826965,-2.77
KMRNTNDWADEIIX-UHFFFAOYSA-N,-20862.1925,-25.8126,133.857,1.9369,12.413,15.261,-0.77304,-0.07672000000000001,-0.4337,0.35697,-0.76589,199.9758,274.8725891,-0.43
KNAHARQHSZJURB-UHFFFAOYSA-N,-22692.352000000006,210.8666,201.959,8.14819,11.545,14.032,-0.4118,-0.14645999999999998,-0.5286,0.35822,-1.35666,170.2288,360.8569336,-2.15
KOCYTWBTXZOUFS-UHFFFAOYSA-N,-20657.672,-8.4702,165.07299999999995,3.701330000000001,11.007,14.616,0.0,-0.16888,-0.25913,0.22438,-0.8052,146.1512,315.3018494,0.06
KPQZUUQMTUIKBP-UHFFFAOYSA-N,-23880.5434,9.0318,214.486,6.9833300000000005,11.33,14.749,-1.17059,-0.62433,-0.39685,0.61561,-0.9001100000000001,185.1822,365.9491272,-0.737
KPSSIOMAKSHJJG-UHFFFAOYSA-N,-19054.6906,220.785,134.565,1.7295,15.711,15.416,-0.39792,-0.66673,-0.39792,0.2358,-0.39792,88.1492,274.461792,-0.4
KQBFUDNJKCZEDQ-UHFFFAOYSA-N,-30515.5664,64.8046,358.571,1.40316,11.553,14.501,0.0,-0.60714,-0.10761,0.18742,0.05562,395.3267,500.2772827,-7.919987
KQNPFQTWMSNSAP-UHFFFAOYSA-N,-18705.4349,-55.1424,115.531,2.17811,13.606,15.989,-0.77566,-0.17331,-0.43508,0.35318,-0.77566,88.10600000000002,256.9899597,0.28
KRTSDMXIXPKRQR-UHFFFAOYSA-N,-27848.0471,1714.7988,248.807,8.82669,11.913,14.513,-3.81489,-0.09641,-1.14591,2.66664,-1.52399,223.1651,431.7197876,0.65
KSFDHSSNYJNHAN-UHFFFAOYSA-N,-23305.1141,940.3754,218.05900000000003,3.86593,11.922,13.755,0.0,-1.04487,-0.23448,0.15156,-0.46804,172.2292,379.7961121,-1.367
KSMVNVHUTQZITP-UHFFFAOYSA-N,-26258.9793,-52.6655,285.32,0.260418,11.348,14.061,-0.09009,-0.61974,-0.11108,0.18097,-0.09663,305.975,444.0482788,-8.860121000000001
KSUUMAWCGDNLFK-UHFFFAOYSA-N,-24660.1406,-45.1349,236.051,8.56535,13.291,14.828,-0.86272,-0.44441,-0.47551,0.42338,-1.6432,184.2376,406.68997189999993,-2.747
KTXUOWUHFLBZPW-UHFFFAOYSA-N,-24117.5888,-35.5583,244.103,1.10783,11.933,13.970999999999998,0.0,-1.1837799999999998,-0.12408,0.16141,-0.07865,223.1012,408.7530212,-5.8
KUAZQDVKQLNFPE-UHFFFAOYSA-N,-27466.4936,442.0033,267.342,3.67659,9.952,13.129,0.0,-0.5714899999999999,-0.5149,0.2507,-0.85721,240.4142,423.8071289,-3.9
KUCQYCKVKVOKAY-UHFFFAOYSA-N,-32015.9833,41.3119,412.082,3.62849,11.005999999999998,13.988,-0.8821899999999999,-1.5428,-0.31378,0.32775,-0.93536,366.8433,583.5130005,-5.93
KVBGVZZKJNLNJU-UHFFFAOYSA-N,-24731.9724,-528.4069999999998,216.593,3.7745,11.503,13.649,-2.77264,-1.52496,-0.99949,2.8535,0.08086,208.2314,381.743103,-1.265
KVFJBIQWENJTDM-UHFFFAOYSA-N,-25512.1719,-24.1166,304.128,0.643085,11.411,12.852,0.0,-1.94379,-0.13445,0.15905,0.0,254.3306,468.82186889999986,-7.850011
KVZJLSYJROEPSQ-UHFFFAOYSA-N,-19737.4134,-4.1268,166.28900000000004,0.112825,16.19,15.295,0.0,-1.28662,-0.21699,0.08935,0.0,112.2144,313.0468445,-4.28474
KWGRBVOPPLSCSI-WPRPVWTQSA-N,-23327.5695,140.6279,216.291,3.02224,12.662,14.140999999999998,-0.38365,-1.13084,-0.38365,0.23778,-0.72518,165.2346,374.9756165,-0.385209
KXYFWLVSYHRZJL-UHFFFAOYSA-N,-31096.8975,62.7281,380.899,2.30416,11.957,14.355,-1.1021,-1.20022,-0.43554,0.38111,-1.4290200000000002,291.3894,573.6387329,-3.5610000000000004
KZJRKRQSDZGHEC-UHFFFAOYSA-N,-22197.398,38.0753,178.11,4.32163,11.477,14.732,-0.27031,-0.06842000000000001,-0.27031,0.37477,-0.7077,174.1221,325.0786438,-1.155
KZNICNPSHKQLFF-UHFFFAOYSA-N,-18208.4954,-103.5756,110.902,2.69977,12.77,15.768,-0.78798,0.27178,-0.39418,0.34678000000000003,-1.12705,99.089,252.2284851,0.3
KZTYYGOKRVBIMI-UHFFFAOYSA-N,-24528.6013,-43.7776,243.651,6.07982,11.367,14.64,-1.93606,-2.41138,-0.9681,2.80403,0.86797,218.2698,409.4877319,-3.6437800000000005
LAIUFBWHERIJIH-UHFFFAOYSA-N,-21343.6033,18.0825,185.036,0.06564960000000003,16.129,15.562,0.0,-1.4199,-0.21853000000000006,0.09021,0.0,114.2302,353.259552,-5.16
LCCNCVORNKJIRZ-UHFFFAOYSA-N,-29614.7957,496.9244,314.693,11.9602,10.557,15.033,-2.8974,-0.73717,-1.4294,2.75591,-0.98882,291.2581,505.1948242,-4.28517
LDCFNNYCIXKMNJ-UHFFFAOYSA-N,-31154.2213,-166.2908,362.704,2.73132,11.956,14.312,-1.87989,-0.59358,-0.43128,0.3815,-2.20142,295.3346,546.5578613,-1.178
LEBVLXFERQHONN-UHFFFAOYSA-N,-30162.6459,170.2527,382.09,5.31586,12.615,13.876,-0.4190100000000001,-1.82584,-0.4190100000000001,0.32352,-1.00259,288.432,561.5986328,-3.2241
LESVOLZBIFDZGS-UHFFFAOYSA-N,-31799.5977,849.1469999999998,327.2990000000001,6.77347,10.799,13.673,-2.99007,-0.60501,-1.08257,2.54656,-1.53145,287.3283,527.0456543,1.14
LFKDJXLFVYVEFG-UHFFFAOYSA-N,-20521.3759,-23.4316,150.401,2.5359700000000003,13.835,15.304,-0.78486,-0.17046,-0.49726,0.4243,-1.19013,117.1474,303.9588623,0.1
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,-15858.4582,212.1225,68.6461,1.8396,15.747,15.497,-0.40987,-0.22717,-0.40987,0.24198000000000006,-0.40987,46.0688,198.7638855,1.1
LFVLUOAHQIVABZ-UHFFFAOYSA-N,-30396.7853,288.7191,321.3640000000001,7.688439999999999,10.612,14.622,-2.08703,-0.4653100000000001,-1.42049,2.74237,-0.57428,412.9937,484.16241460000015,-6.62
LGDSHSYDSCRFAB-UHFFFAOYSA-N,-16941.9244,-30.0291,91.1289,2.96444,11.469,13.929,0.0,-0.13432,-0.23271,0.11798,-0.19323,73.1124,222.7493286,-1.0
LHRCREOYAASXPZ-UHFFFAOYSA-N,-25914.9834,-1.0984,330.2030000000001,0.00655441,11.483,13.122,0.0,-2.11927,-0.13375,0.15894,0.0,278.3526,498.8189392,-8.659953
LHXDLQBQYFFVNW-UHFFFAOYSA-N,-21982.8728,-304.0547,208.723,3.46569,13.283,14.654000000000002,-0.33655,-1.15112,-0.33655,0.27895,-0.33655,152.2358,345.7841492,-1.85
LINPVWIEWJTEEJ-UHFFFAOYSA-N,-27232.1601,872.3024,299.603,4.2488800000000015,11.559,13.821,-1.01649,-0.6399600000000001,-0.39081,0.30964,-1.04382,274.7031,471.4883118,-4.18
LJCFRMUKLSCNKV-UHFFFAOYSA-N,-31009.8924,120.4012,361.609,1.39625,11.959,14.469,-1.7404099999999998,-0.28768,-0.4356600000000001,0.38136,-2.06155,295.3346,570.2907104,-1.5730000000000002
LJOZMWRYMKECFF-UHFFFAOYSA-N,-26091.426,567.1222,268.72,5.94651,11.856,13.755999999999998,-0.40104,-1.08256,-0.40104,0.35354,-0.56619,323.1326,454.1054382,-4.21
LKJPSUCKSLORMF-UHFFFAOYSA-N,-25013.8779,492.8397,238.601,5.89046,12.324000000000002,13.731,-0.63393,-0.25229,-0.47078,0.43764,-1.27421,214.6511,419.4556274,-2.57
LKPLKUMXSAEKID-UHFFFAOYSA-N,-24720.0507,33.7616,250.252,4.7615300000000005,10.818,14.986,-0.69911,-0.15192,-0.3501,0.5665600000000001,0.1519,295.3365,379.5791016,-5.82
LMHCYRULPLGEEZ-UHFFFAOYSA-N,-23420.0429,-29.2947,204.295,2.24898,12.661,15.107,0.0,-1.30837,-0.26639,0.12462,-0.026160000000000003,226.1,386.1509705,-4.81
LMINNBXUMGNKMM-UHFFFAOYSA-N,-27387.6179,1089.1905,305.059,4.17068,12.113,12.448,-0.76802,-1.16204,-0.42605,0.3539,-0.7915300000000001,271.3332,474.8783569,-3.94
LMTGCJANOQOGPI-UHFFFAOYSA-N,-21247.4426,61.8274,184.189,4.87549,12.635,13.525,-0.43594,-0.72964,-0.43594,0.32906,-0.7075899999999999,149.192,350.3041687,-0.95
LMYRWZFENFIFIT-UHFFFAOYSA-N,-23022.8212,49.4319,188.079,5.72044,11.733,14.613,-1.9694,-1.37049,-0.98523,2.83103,-0.06248,171.2136,352.6403198000001,-1.74
LNVGTRNKWNAINT-UHFFFAOYSA-N,-27148.0007,1131.6949,263.862,6.8724,11.140999999999998,14.487,-4.2287300000000005,-2.71029,-1.01123,2.8566,1.0095,283.3318,425.5738831000001,-1.276
LOAUVZALPPNFOQ-UHFFFAOYSA-N,-22658.0999,-109.98,193.128,3.7177,11.32,13.99,-0.73677,-0.36603,-0.41281,0.40637,-0.89541,173.1708,350.6038208,-1.088
LPAGFVYQRIESJQ-UHFFFAOYSA-N,-20465.2159,-117.365,151.234,1.90056,12.848,12.825,0.0,-0.83426,-0.38149,0.26545,-0.38149,119.1658,302.4699707,-1.04
