Compound,G_sol,DeltaG_sol,sol_dip,Lsolu_Hsolv,Lsolv_Hsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,volume,MW,SASA,LogS
DKMROQRQHGEIOW-UHFFFAOYSA-N,-40.40637031,-0.011966781000000001,0.008,5.2085,14.134,0.25214007,-1.19628615,-0.47760383,0.36487202,0.25214007,216.013,174.1962,403.85443119999996,-0.9590000000000001
DLFVBJFMPXGRIB-UHFFFAOYSA-N,-13.78934133,-0.013682119,5.621,6.2109,13.3445,0.0,-0.84973252,-0.54747204,0.29367849,0.29367849,77.2092,59.0676,209.3953094,1.58
DLKQHBOKULLWDQ-UHFFFAOYSA-N,-28.96170136,-0.0037394159999999997,4.4510000000000005,4.3336,13.0633,0.0,-0.34192529,-0.22513288,0.07802374,0.0,188.762,207.0693,336.5732727,-4.35
DLVAUVPZQHGFJC-UHFFFAOYSA-N,-54.79574006,-0.03019105,6.945,4.1187,13.2392,0.69797085,-1.89317402,-0.52474859,0.36119744,0.44636022,292.564,250.2536,467.513855,-0.9179999999999999
DMDGGSIALPNSEE-UHFFFAOYSA-N,-66.84444797,-0.047834460999999995,15.655999999999999,3.7822,13.4716,1.05068836,-1.76053288,-0.64788356,1.16970331,0.24595512,287.738,331.2841,453.04504389999994,-3.02
DMEGYFMYUHOHGS-UHFFFAOYSA-N,-21.97370056,-0.000487442,0.021,13.5368,13.5742,0.0,-0.35586811,-0.05982477,0.03781758,0.0,145.711,98.1876,290.41693119999996,-3.52
DNJIEGIFACGWOD-UHFFFAOYSA-N,-10.53168944,-0.0014945429999999999,2.58,6.6402,12.4621,0.0,-0.37316467,-0.37613129,0.21752796,0.0,85.6188,62.1294,217.20970150000002,-0.6
DOFZAZXDOSGAJZ-UHFFFAOYSA-N,-47.11019433,-0.007017824000000001,6.432,4.9583,12.4288,-0.25070315,-0.75603318,-0.48647199,0.36670587,-0.37352342,327.189,274.3907,535.8725586,-4.23
DOIRQSBPFJWKBE-UHFFFAOYSA-N,-61.49555879,-0.016544971999999998,5.087,3.7274,13.7577,0.23631633,-1.44439548,-0.49767606,0.37531881,0.23631633,351.537,278.3474,579.3273926,-4.33587
DOWJXOHBNXRUOD-UHFFFAOYSA-N,-38.06454039,-0.002633872,0.8740000000000001,4.8007,12.5969,0.0,-0.42002594,-0.11961255,0.05541374,0.0,237.104,192.2598,397.0338745,-5.85
DPJCXCZTLWNFOH-UHFFFAOYSA-N,-29.72027289,-0.016562279,8.734,3.1248,12.8005,0.52393181,-0.88691736,-0.49831104,0.52393181,0.13864142,151.387,138.1256,295.538208,-1.96
DPSPPJIUMHPXMA-UHFFFAOYSA-N,-55.84796221,-0.029891754,11.638,4.0745,13.0967,0.06530307,-1.34772969,-0.52042913,0.41258469,0.09810608,280.647,261.2521,436.6315002,-3.7326
DQJCHOQLCLEDLL-UHFFFAOYSA-N,-34.7695839,-0.012037223,8.493,4.6049,12.9558,0.0,-0.46490687,-0.26446263,0.16257074,-0.10703971,206.05,189.2344,346.73272710000003,-2.07
DQWPFSLDHJDLRL-UHFFFAOYSA-N,-39.27560471,-0.014649097,4.412,7.3758,14.3763,-0.14175117,-0.76055935,-0.55198249,0.67939808,-0.14175117,223.278,182.1559,412.8551636,0.43
DQZCVNGCTZLGAQ-UHFFFAOYSA-N,-44.46508089,-0.012836664,6.024,7.42,12.5857,0.0,-1.34509674,-0.59835958,0.31657222,0.24834745,261.283,198.3076,436.5383911,-2.36
DRLFMBDRBRZALE-UHFFFAOYSA-N,-49.79700898,-0.016355919,7.792000000000001,5.6142,12.1172,0.12318399,-1.15247854,-0.53926377,0.28113408,0.43898984,284.361,232.2816,483.47283939999994,-5.093999999999999
DRUIESSIVFYOMK-UHFFFAOYSA-N,-20.81225236,-0.005476366,1.906,4.1334,14.9591,0.0,-0.15928670000000003,-0.14008865,0.24375752,0.29937535,131.064,144.3877,255.1771545,-2.17
DSBMOVYUOIIPDK-UHFFFAOYSA-N,-46.69562378,-0.014593532,4.011,4.7898,13.5278,0.3364217,-1.02056073,-0.51270306,0.3364217,0.10141206,265.60200000000003,218.2548,432.76211550000005,-1.795
DSKJPMWIHSOYEA-UHFFFAOYSA-N,-67.02364431,-0.030254427999999996,7.678,4.5189,12.6358,0.143019,-1.35418648,-0.69518395,1.52025785,-0.2547508,376.11699999999996,316.4176,577.2781372000001,-4.16
DSRNRYQBBJQVCW-UHFFFAOYSA-N,-46.44765038,-0.016346955,4.551,5.3826,12.5675,0.44497371,-0.96681072,-0.56788806,0.3179,-0.04798788,256.784,228.6779,444.21490480000006,-2.56
DSSYKIVIOFKYAU-UHFFFAOYSA-N,-33.46909847,-0.005506835,4.438,4.9114,13.0533,0.0,-0.72882328,-0.44478171,0.24963753,0.0,206.56400000000002,152.2358,338.0643311,-1.9546599999999998
DTGKSKDOIYIVQL-UHFFFAOYSA-N,-34.46968716,-0.007637245,1.69,12.037,13.2097,0.0,-0.88712906,-0.5105451,0.35082624,0.0,211.63099999999997,154.2516,340.9176636,-2.32
DTMRKGRREZAYAP-UHFFFAOYSA-N,-63.10632898,-0.008559126,2.0669999999999997,3.9609,13.7081,0.0,-0.86248515,-0.12221682,0.13954432,0.62922752,374.44800000000004,429.7718,521.6300659,-9.159894
DVQVBLBKEXITIK-UHFFFAOYSA-N,-59.98366366,-0.033243321,9.538,4.2957,12.6091,0.53622977,-1.34320862,-0.66186012,1.18472935,-0.14389266,342.103,312.404,533.2980957,-3.74
DVVGIUUJYPYENY-UHFFFAOYSA-N,-23.33083949,-0.011104237,6.237,4.6567,12.8862,0.0,-0.72315078,-0.57456798,0.25588037,0.25588037,133.681,109.1274,277.9747314,0.96
DWEPFAMAQPVFBH-UHFFFAOYSA-N,-48.36807286,-0.035822713,6.881,3.9156,13.1442,1.12765139,-1.70307642,-0.66890709,1.18871747,0.32921757,255.83,267.3324,418.51632689999997,-1.348
DXXVCXKMSWHGTF-UHFFFAOYSA-N,-60.49392253,-0.018306728,9.118,2.9238,13.2839,0.38135454,-1.27466796,-0.47650516,0.55322188,0.46260666,318.462,314.1244,505.04934689999993,-5.906000000000001
DYDNPESBYVVLBO-UHFFFAOYSA-N,-25.45314973,-0.009358914,5.28,5.1014,13.0387,0.0,-0.72039143,-0.48339631,0.25890121,0.25890121,145.246,121.1384,301.1521912,-0.68
DZMDPHNGKBEVRE-UHFFFAOYSA-N,-27.03495117,-0.0036405390000000004,2.741,7.4123,13.6695,0.0,-0.55913793,-0.26521285,0.08096469,0.0,188.07,134.6485,367.2807617,-3.99
DZQVFHSCSRACSX-UHFFFAOYSA-N,-52.60402246,-0.034205021,12.037,4.342,12.4714,0.51207416,-1.59624182,-0.65852242,1.16783496,0.26794988,285.144,264.3014,476.69250489999996,-2.82
DZTHIGRZJZPRDV-UHFFFAOYSA-N,-52.884301799999996,-0.023330831,3.27,5.0783,12.3913,0.65061745,-1.80608345,-0.52206019,0.42955200000000004,0.71752664,287.77299999999997,246.2652,465.10424800000004,-2.31
DZZWHBIBMUVIIW-DTORHVGOSA-N,-85.00121578,-0.031796343,7.946000000000001,3.9987,12.1119,0.05955106,-2.10006677,-0.52376828,0.41314214,0.19281332,428.58099999999996,392.4046,584.5751343,-3.3711
FBPFZTCFMRRESA-UHFFFAOYSA-N,-44.22228161,-0.03725392,3.388,10.5487,13.0645,0.41495868,-2.41116363,-0.51899206,0.37223573,0.41495868,209.81,182.173,360.19888310000005,1.09
FCYQIDFMSYIAEB-UHFFFAOYSA-N,-72.33732774,-0.016049749,3.8819999999999997,5.9657,11.83,0.45813015,-1.96025199,-0.50597271,0.35444105,0.49362056,383.895,331.4108,552.9794312000001,-1.959
FDDDEECHVMSUSB-UHFFFAOYSA-N,-34.05142543,-0.031878813,9.949,5.4581,12.5206,0.46627059,-1.04712817,-0.68053434,1.13794629,-0.11608775,182.50599999999997,172.2014,343.5537109,-1.38663
FDPIMTJIUBPUKL-UHFFFAOYSA-N,-19.75863536,-0.00637143,4.003,5.0584,13.2499,0.0,-0.48408531,-0.42594647,0.24164179,0.0,125.43700000000001,86.1334,279.8872375,-0.28
FEFQUIPMKBPKAR-UHFFFAOYSA-N,-46.36049049,-0.016255153999999997,9.558,4.2374,12.8475,0.29625584,-1.47109698,-0.47201423,0.29625584,0.58520266,257.595,217.267,427.0641174,-2.167
FEMZVDSBIXDODB-UHFFFAOYSA-N,-75.27899225,-0.032214269,11.98,3.8434,12.4629,0.06834496,-2.19105292,-0.51891881,0.41466216,0.38143484,375.56699999999995,349.3364,552.3091431,-5.638999999999999
FERIUCNNQQJTOY-UHFFFAOYSA-N,-20.71597334,-0.012222627,2.605,5.3249,14.0648,0.36994774,-1.07132184,-0.49049551,0.41552404,0.36994774,115.59899999999999,88.10600000000001,259.8746643,-0.19
FFEARJCKVFRZRR-UHFFFAOYSA-N,-30.50235111,-0.015360997,2.7039999999999997,4.9806,12.1111,-0.12954609,-1.11518099,-0.48518801,0.42362917,-0.10199632,183.196,149.2074,337.9596558,-0.42
FFGPTBGBLSHEPO-UHFFFAOYSA-N,-47.9847492,-0.015920257,6.0,4.8484,12.6223,0.0,-0.91625145,-0.58296416,0.33483781,0.00185134,272.344,236.2726,439.93435669999997,-3.07931
FGLBSLMDCBOPQK-UHFFFAOYSA-N,-20.89006685,-0.006280319,5.224,3.1303,14.6112,0.57886133,-0.55456541,-0.43744157,0.57886133,0.14141976,112.06,89.0938,252.7227478,-0.62
FHADSMKORVFYOS-UHFFFAOYSA-N,-29.170683399999998,-0.007153394,2.153,12.2861,13.0165,0.0,-0.7969451999999999,-0.52866103,0.34482515,0.0,173.685,128.2138,322.7430725,-1.29
FLVIGYVXZHLUHP-UHFFFAOYSA-N,-25.8080678,-0.013044469,8.44,5.6965,11.6201,0.0,-0.9518337,-0.63802111,0.21403384,0.08045308,172.551,132.2232,339.48889160000004,-1.46
FMGSKLZLMKYGDP-USOAJAOKSA-N,-62.77687346,-0.013102006000000001,4.591,4.8752,12.753,0.00519849,-1.35944196,-0.52270962,0.35079845,0.00519849,364.43,288.42900000000003,496.0800476,-4.06153
FMINYZXVCTYSNY-UHFFFAOYSA-N,-56.26220864,-0.013275863999999998,5.857,5.6245,12.708,0.0,-1.36737792,-0.57382175,0.32586237,0.28723082,336.249,268.3578,527.4960327,-3.35
FMKMKBLHMONXJM-UHFFFAOYSA-N,-35.63694303,-0.010445515,3.859,5.4493,12.0625,0.0,-0.74381017,-0.33171559,0.2094107,0.04488819,211.614,173.217,385.36618039999996,-0.938
FNFPHNZQOKBKHN-UHFFFAOYSA-N,-102.1453933,-0.026350103,7.664,4.375,12.7544,1.07140434,-3.72973378,-0.49880001,0.37171137,1.07140434,560.3009999999999,460.6094,727.8582153,-5.51
FNROXVCRPXYLRT-UHFFFAOYSA-N,-51.43595835,-0.01759976,3.27,4.1737,12.9936,0.43276789,-1.82156892,-0.54556427,0.35501318,0.69615906,292.907,235.2822,486.0928955,-1.229
FOANIXZHAMJWOI-UHFFFAOYSA-N,-64.72073373,-0.018440658999999998,1.8719999999999999,4.6321,13.5824,0.02991379,-1.44777496,-0.48589716,0.36665401,0.11751504,390.715,428.1196,567.260437,-4.93
FOCAUTSVDIKZOP-UHFFFAOYSA-N,-18.48671394,-0.016804199,4.406000000000001,4.9188,14.0857,-0.08321565,-0.23451283,-0.46149173,0.43529025,-0.08321565,95.6045,94.4975,222.8913269,0.944261
FOIBFBMSLDGNHL-UHFFFAOYSA-N,-70.23152997,-0.00459938,0.0,3.6372,13.4334,0.23472763,-0.64900191,-0.17829626,0.11736395,0.73651957,384.60400000000004,459.7548,518.993042,-12.790485
FPQJEXTVQZHURJ-UHFFFAOYSA-N,-40.96441352,-0.028741526,3.522,4.3431,13.2143,0.38883498,-1.32883458,-0.51426659,0.36913448,0.11823168,204.225,176.1718,386.90682979999997,-0.11199999999999999
FRDAATYAJDYRNW-UHFFFAOYSA-N,-23.90645699,-0.005987145,1.891,12.4091,13.2632,0.0,-0.7333269,-0.50680872,0.33135959,0.0,152.81,102.176,298.6975403,-0.38
FRQUNVLMWIYOLV-UHFFFAOYSA-N,-35.20109545,-0.007665214,6.131,4.724,13.2603,0.14590261,-0.59857241,-0.254322,0.14590261,0.28952594,203.368,211.4749,351.40872189999993,-4.29
FSCWZHGZWWDELK-UHFFFAOYSA-N,-54.41839465,-0.010542967,4.088,3.9151,13.8587,0.57225258,-1.52734583,-0.44374256,0.42309213,0.77187266,297.654,286.11400000000003,475.68457029999996,-4.93
FSERHDPEOFYMMK-UHFFFAOYSA-N,-39.9595877,-0.008721295,8.113,5.1852,11.9791,0.0,-0.30817953,-0.24727989,0.22144522,0.00302746,257.818,253.1411,421.462738,-4.0552
FSVJFNAIGNNGKK-UHFFFAOYSA-N,-66.65912794,-0.017932948,9.744,5.5636,13.0333,0.26910432,-1.24164176,-0.53204851,0.26910432,0.00322996,380.51599999999996,312.4108,546.2084961,-3.193
FTOVXSOBNPWTSH-UHFFFAOYSA-N,-48.75652203,-0.003357309,0.633,4.1397,12.7252,0.0,-0.40998881,-0.0384471,0.03937885,0.0,297.161,252.3148,458.2511291999999,-8.230032000000001
FUKCEEDRHGCYHH-UHFFFAOYSA-N,-51.42414073,-0.017333917,3.048,4.1117,13.6017,0.40193688,-1.79711831,-0.49547573,0.35555084,0.67736938,293.97700000000003,235.2822,488.8417358,-2.759
FULZLIGZKMKICU-UHFFFAOYSA-N,-28.06554297,-0.016449682,7.9239999999999995,5.1755,11.655999999999999,0.0,-0.82188477,-0.59817248,0.24665255,0.16730068,177.102,152.2136,337.3738098,-1.77
FUUHMSUPRUNWRQ-UHFFFAOYSA-N,-39.2571631,-0.00696214,5.209,4.4119,13.4164,0.15226751,-0.64000706,-0.23398176,0.15226751,0.36890271,226.037,245.92,371.64508060000003,-5.26
FVSKHRXBFJPNKK-UHFFFAOYSA-N,-11.814453,-0.009348386,4.541,6.1344,14.15,0.0,-0.24259754,-0.30690104,0.12746822,0.0,82.9983,55.0792,217.0012817,0.28
FXHOOIRPVKKKFG-UHFFFAOYSA-N,-20.06930838,-0.010679263,5.983,6.3655,12.975,0.0,-0.7792866,-0.56378868,0.26634132,0.26634132,119.884,87.1212,264.636322,1.11
FZBXGZBXWFNCQY-UHFFFAOYSA-N,-56.71396515,-0.01756803,4.916,4.0902,13.1842,0.41135165,-1.49365044,-0.52964539,0.36196794,0.38869618,318.572,261.32,504.30841060000006,-2.542
FZSVSABTBYGOQH-UHFFFAOYSA-N,-45.44510181,-0.01730855,7.388999999999999,5.1374,12.052,0.26810974,-1.10673975,-0.51533062,0.40689651,-0.13986157,274.906,218.3134,446.6631165,-1.62
GABQNAFEZZDSCM-UHFFFAOYSA-N,-52.73124716,-0.013735519,1.455,4.5086,12.427,0.34616925,-1.47393104,-0.5253934,0.34616925,0.4439804,303.53700000000003,253.3,513.734375,-6.042000000000001
GBDZXPJXOMHESU-UHFFFAOYSA-N,-32.05394348,-0.005433014,2.843,4.4755,13.6702,0.0,-0.40129303,-0.13635070000000002,0.13363447,0.27037461,194.358,215.8938,327.7150574,-4.63015
GBROPGWFBFCKAG-UHFFFAOYSA-N,-54.02857410000001,-0.0035789520000000003,0.032,4.4227,12.4774,0.0,-0.47402394,-0.04252628,0.03817518,0.0,326.246,278.3526,495.54266359999997,-7.869988
GCKMFJBGXUYNAG-HLXURNFRSA-N,-65.91952635,-0.014566886999999999,6.857,4.3786,12.9638,0.13525968,-1.50039104,-0.50868703,0.33805755,0.13525968,382.626,302.4558,504.6696472,-3.97988
GCNTZFIIOFTKIY-UHFFFAOYSA-N,-20.17785204,-0.010943662,3.568,5.0557,12.5001,0.0,-0.5732994,-0.4386763,0.38461302,0.05335501,113.116,95.1006,249.29176329999999,1.02
GCQZFVAHUZIDRP-UHFFFAOYSA-N,-63.67645882,-0.048107595999999996,6.0920000000000005,4.6778,12.5941,0.99062026,-1.45632267,-0.6635805,1.15256126,-0.30801684,333.542,327.3724,526.576416,-2.759
GECHUMIMRBOMGK-UHFFFAOYSA-N,-49.16256002,-0.031349903,10.318,4.9430000000000005,12.4649,0.49087319,-1.27364711,-0.66575678,1.15662997,0.09197581,267.748,249.2868,445.4780273,-2.81913
GEDIWDLJKRKBFT-UHFFFAOYSA-N,-52.22604177,-0.015231565,6.319,5.0602,12.9834,0.39271488,-1.35062777,-0.5479305999999999,0.39271488,0.39768054,292.728,245.2804,492.28488160000006,-2.09
GETQZCLCWQTVFV-UHFFFAOYSA-N,-13.83505514,-0.0015943139999999999,0.9159999999999999,12.3562,11.9681,0.0,-0.26464073,-0.1899211,0.04494386,0.0,97.2087,59.1108,231.62356569999997,0.84
GEYOCULIXLDCMW-UHFFFAOYSA-N,-22.65947348,-0.009543435,2.863,6.4982,11.3373,0.0,-0.79880764,-0.33443877,0.19453356,0.05012814,135.828,108.1426,280.3762817,-0.42
GFBKOADVXIDVBA-UHFFFAOYSA-N,-42.09987136,-0.027637248,7.257000000000001,5.3512,14.1497,0.64447652,-0.74089118,-0.66400577,1.38391836,-0.13867857,210.976,196.2208,405.4348145,-1.038
GGLIEWRLXDLBBF-UHFFFAOYSA-N,-39.24862825,-0.020271977,4.739,5.7462,12.4157,0.13128655,-1.24642515,-0.57041113,0.34037732,0.41720219,212.551,180.206,399.1862183,-2.17
GILNGPKTMRSQDW-UHFFFAOYSA-N,-50.44360624,-0.019488963,5.6,4.0983,13.2432,0.40856299,-1.38348157,-0.53721127,0.36104913,0.385612,281.45599999999996,233.2664,462.1484375,-1.568
GIUGGRUEPHPVNR-UHFFFAOYSA-N,-41.847907299999996,-0.004492181,3.013,4.9037,12.4923,0.24019981,-0.7255347,-0.26495159999999995,0.12401780000000001,0.24019981,227.09900000000002,218.6391,391.88790889999996,-5.87
GKEUODMJRFDLJY-UHFFFAOYSA-N,-35.93439118,-0.00268361,1.713,5.1742,12.7276,0.0,-0.45293694,-0.11947634,0.06963008,0.0,227.15099999999998,180.2488,389.6563416,-5.22
GKRZNOGGALENQJ-UHFFFAOYSA-N,-23.43756929,-0.026744753,10.333,5.16,12.9637,0.30295936,-1.22010189,-0.52877258,0.35399204,0.48327548,115.44,102.0926,263.699646,-0.9
GLDOVTGHNKAZLK-UHFFFAOYSA-N,-61.56062396,-0.010167999,1.902,12.2288,13.2898,0.0,-1.44249694,-0.52580343,0.36208258,0.0,414.57599999999996,270.4976,703.4942627,-8.400008
GLUUGHFHXGJENI-UHFFFAOYSA-N,-19.38880931,-0.0048570359999999995,0.0,12.3383,11.5388,0.0,-0.58239234,-0.29417171,0.15513652,0.00297549,118.516,86.1364,258.30459590000004,1.07
GMVJKSNPLYBFSO-UHFFFAOYSA-N,-26.585610600000003,-0.005158640999999999,5.836,3.9683,14.0989,0.0,-0.31713382,-0.14199748,0.11181442,0.14894304,189.81,314.8017,325.346344,-5.054741
GNHMRTZZNHZDDM-UHFFFAOYSA-N,-15.86646324,-0.010530185,2.1630000000000003,5.7445,14.0595,0.0,-0.28447731,-0.27630373,0.13107793,0.13107793,107.20200000000001,89.5243,242.634552,-0.29
GOHBXWHNJHENRX-UHFFFAOYSA-N,-47.60962973,-0.003397392,0.8340000000000001,4.4795,12.3536,0.0,-0.50376559,-0.11819532,0.05521723,0.0,293.702,242.3196,453.41842649999995,-6.589999000000001
GPTONYMQFTZPKC-UHFFFAOYSA-N,-56.66185784,-0.035454657,12.847999999999999,4.1526,12.4979,0.63283448,-1.72049486,-0.65811935,1.16458974,0.35378350000000003,295.767,280.3008,491.038208,-2.58
GRFNBEZIAWKNCO-UHFFFAOYSA-N,-20.17525839,-0.010606303999999999,1.536,4.94,12.4458,0.0,-0.56043802,-0.44663921,0.37945573,0.01449789,112.988,95.1006,249.175705,-0.46
GRWAIJBHBCCLGS-UHFFFAOYSA-N,-28.22696528,-0.028163912000000003,8.826,4.6762,13.3078,0.37855105,-1.08043783,-0.46808467,0.43899188,0.18193479,133.73,128.0902,272.2751465,0.08356799999999999
GSDSWSVVBLHKDQ-UHFFFAOYSA-N,-78.30942177,-0.032132226,12.558,3.9272,12.0061,0.16363117,-1.60793218,-0.52327207,0.41307987,0.07705865,395.85400000000004,361.3721,564.1416016,-1.2655
GTCAXTIRRLKXRU-UHFFFAOYSA-N,-17.87116314,-0.014445841999999999,3.8539999999999996,6.3842,14.1095,0.41447596,-0.86909965,-0.55784699,0.41447596,0.4335447,88.3793,75.067,226.4566956,0.97
GUGOEEXESWIERI-UHFFFAOYSA-N,-99.92811671,-0.014807205,3.38,5.5729999999999995,11.9359,0.10872264,-2.12570455,-0.5047179,0.33674867,0.12380481,607.368,471.6814,850.286499,-4.871
GVEPBJHOBDJJJI-UHFFFAOYSA-N,-39.19674283,-0.002693773,0.517,4.0047,12.7849,0.0,-0.33998417,-0.03858286,0.04047328,0.0,242.92,202.255,398.32138060000005,-5.945064
GWDYJKXSUSPLEA-UHFFFAOYSA-N,-45.48448571,-0.013357271,8.173,3.4158,13.0697,-0.02436365,-0.8656040999999999,-0.48824059999999997,0.29785301,0.27348936,250.16,223.2306,424.4527893,-4.61
GWOFUCIGLDBNKM-UHFFFAOYSA-N,-75.79159819,-0.031003201,5.526,3.9951,12.2988,0.05149081,-1.97912748,-0.51342203,0.37689796,0.23299989,408.038,372.8073,612.8497313999999,-4.55319
GWUSZQUVEVMBPI-UHFFFAOYSA-N,-61.57570653,-0.017804847,3.677,2.6991,12.8935,0.84154243,-0.94826299,-0.46707408,0.56427968,0.03056906,325.74,295.297,506.92639160000004,-3.8
GXEKYRXVRROBEV-UHFFFAOYSA-N,-42.48306952,-0.028712248,6.88,4.7654,13.7555,0.37308003,-1.6932737,-0.47439539,0.42346483,0.37308003,201.085,186.16400000000002,342.9440613,-0.27
GYFAGKUZYNFMBN-UHFFFAOYSA-N,-53.07120114,-0.003393527,0.053,4.2226,12.3532,0.0,-0.40883334,-0.04175805,0.0378082,0.0,313.492,276.3368,460.6960754,-9.030118
GYMFBYTZOGMSQJ-UHFFFAOYSA-N,-38.06102511,-0.002626275,1.07,4.3005,12.2373,0.0,-0.42257754,-0.12206209,0.05692534,0.0,240.24200000000002,192.2598,409.2254028,-6.959999000000001
GYTMHWVFKHLDEA-UHFFFAOYSA-N,-52.73563148,-0.025608399,3.216,3.6178,13.4232,0.75927426,-1.10259261,-0.65981239,1.18390822,-0.00575376,298.626,281.3438,486.05621339999993,-4.449
HAPOJKSPCGLOOD-UHFFFAOYSA-N,-42.34276097,-0.0031197779999999997,1.0759999999999998,4.6619,12.5452,0.0,-0.43372431,-0.07789248,0.07078831,0.0,261.711,216.2818,431.3045959,-8.040005
HAXBIWFMXWRORI-UHFFFAOYSA-N,-48.75287278,-0.003407946,0.321,4.1699,12.4748,0.0,-0.40900681,-0.04287141,0.03971995,0.0,297.522,252.3148,462.96447750000004,-8.489991
HCFSGRMEEXUOSS-UHFFFAOYSA-N,-73.30338132,-0.014259444,7.507000000000001,4.015,12.8597,0.23442384,-1.78991781,-0.49587278,0.24823365,0.23442384,432.361,340.5046,552.105896,-5.27
HDWIHXWEUNVBIY-UHFFFAOYSA-N,-84.79653843,-0.045612102,15.619000000000002,3.7496,13.2458,1.05702529,-1.90788684,-0.64704578,1.17948636,0.18031889,403.851,421.4085,595.7062377999999,-3.59
HDZGCSFEDULWCS-UHFFFAOYSA-N,-10.93895625,-0.0067913209999999995,0.275,10.8232,11.1944,0.0,-0.35063592,-0.35063592,0.17450362,-0.24602939999999998,68.8962,46.0718,197.15275569999997,1.34
HEZNVIYQEUHLNI-UHFFFAOYSA-N,-45.34462422,-0.013925537,2.287,5.306,12.2453,0.55049194,-1.06166084,-0.55211897,0.41128974,-0.00162703,275.235,225.305,475.98165889999996,-2.09
HFBWPRKWDIRYNX-UHFFFAOYSA-N,-46.49059641,-0.019134400000000003,7.537999999999999,4.6561,12.7316,0.0,-1.34005525,-0.38769286,0.28260019999999997,0.52854602,275.16700000000003,229.7119,471.7125244,-4.06
HFHZKZSRXITVMK-UHFFFAOYSA-N,-68.67887865,-0.019222781,5.355,4.8524,12.9719,0.41772338,-2.00777582,-0.48227332,0.38194085,0.66038803,385.32199999999995,324.3786,596.2441406,-3.73
HHMCAJWVGYGUEF-UHFFFAOYSA-N,-71.47517238,-0.020976735,3.736,2.5535,14.3455,0.45984846,-1.51316891,-0.44132623,0.58615995,0.75481367,322.825,328.2039,507.5221863,-5.22
HHOSMYBYIHNXNO-UHFFFAOYSA-N,-29.25954545,-0.001055462,0.07400000000000001,13.6601,13.5436,0.0,-0.57338683,-0.11499712,0.03721792,0.0,208.018,128.257,368.6878662,-5.05
HJUFTIJOISQSKQ-UHFFFAOYSA-N,-65.04467939999999,-0.015233613,2.995,5.4897,12.5474,0.60111758,-1.70715907,-0.55156916,0.40410964,0.46753859,359.57,301.3414,602.6848755,-4.69948
HKMTVMBEALTRRR-UHFFFAOYSA-N,-42.3419371,-0.0031184159999999997,1.018,4.7726,12.5312,0.0,-0.43715171,-0.07561737,0.07297878,0.0,262.21,216.2818,425.71594239999996,-6.6799990000000005
HKOOXMFOFWEVGF-UHFFFAOYSA-N,-22.62159332,-0.006743386,3.591,6.0995,11.1799,0.0,-0.44632943,-0.31343605,0.18574307,-0.14537531,136.57399999999998,108.1426,285.6184692,0.07
HKPHPIREJKHECO-UHFFFAOYSA-N,-64.96923743,-0.012661519,9.002,5.4191,13.3351,0.42830329999999994,-1.14367322,-0.50381921,0.28087649,-0.07551591,390.244,311.8509,569.6134643999999,-4.1915
HLQDGCWIOSOMDP-UHFFFAOYSA-N,-46.86986551,-0.005491456,4.022,4.3162,13.3618,0.0,-0.59025734,-0.13655573,0.12248833,0.25344316,282.721,291.9914,442.2168274,-7.160000999999999
HLZKNKRTKFSKGZ-UHFFFAOYSA-N,-49.00772142,-0.009508223,1.902,12.2278,13.3723,0.0,-1.19418648,-0.52581061,0.36209788,0.0,327.205,214.3904,577.6259766,-6.105868
HMIBKHHNXANVHR-UHFFFAOYSA-N,-51.61050327,-0.012416799999999999,4.963,5.716,12.8588,0.3781184,-0.90352268,-0.53696313,0.29684354,-0.15884473,312.659,253.3586,524.4295654,-3.93
HMSWAIKSFDFLKN-UHFFFAOYSA-N,-82.60385287,-0.0035626999999999994,0.0,12.9826,13.2103,0.0,-1.5932686000000003,-0.111266,0.03750642,0.0,577.321,366.7126,951.7295531999999,-8.330032000000001
HNDVDQJCIGZPNO-YFKPBYRVSA-N,-34.24628485,-0.023833253999999998,3.3,5.0263,12.5819,0.36659128,-1.43383202,-0.47625758,0.42623858,0.54852227,182.34599999999998,155.156,325.62695310000004,-0.56543
HNJBEVLQSNELDL-UHFFFAOYSA-N,-19.07415773,-0.01119573,5.827000000000001,6.1967,13.3395,0.0,-0.81643821,-0.55205221,0.28408889,0.28408889,107.402,85.1054,248.3931122,1.07
HOQADATXFBOEGG-UHFFFAOYSA-N,-69.17027014,-0.021331064,4.202,3.9162,12.5966,0.10219671,-1.12738541,-0.50578812,0.37215895,-0.45377442,405.777,345.3927,605.788147,-4.19
HORNXRXVQWOLPJ-UHFFFAOYSA-N,-23.95519886,-0.009239663,1.585,5.332999999999999,13.388,0.15509404,-0.7474294,-0.43803215,0.38154364,0.15509404,140.017,128.5579,282.5514526,-0.7
HPQURZRDYMUHJI-UHFFFAOYSA-N,-31.398168100000003,-0.001184068,0.087,13.1343,13.5126,0.0,-0.51973304,-0.11104981,0.03729741,0.0,217.423,140.268,397.4005127,-6.08
HPXRVTGHNJAIIH-UHFFFAOYSA-N,-22.91404279,-0.007171188,2.0780000000000003,12.2014,13.37,0.0,-0.6651381,-0.52440235,0.34967927,0.0,138.352,100.1602,280.6763,-0.44
