Compound,G_sol,DeltaG_sol,sol_dip,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,volume,LogS,Lsolu_Hsolv,Lsolv_Hsolu
NHTMVDHEPJAVLT-UHFFFAOYSA-N,-23205.4613,-572.5783,0.11284300000000001,0.0,-0.91781,-0.14790999999999999,0.07877999999999999,0.0,114.2302,332.1702881,183.315,-4.74,15.85,15.444
NIPDVSLAMPAWTP-UHFFFAOYSA-N,-24167.3815,32.0746,7.90552,-1.54829,-0.65575,-0.66888,1.3937700000000002,-0.05873,168.1518,344.54452510000004,183.924,-3.165,11.525,12.364
NKDDWNXOKDWJAK-UHFFFAOYSA-N,-17971.4192,-19.5772,0.46108999999999994,-0.6550199999999999,0.31313,-0.32756,0.1991,-0.6550199999999999,76.095,245.85676569999995,104.20100000000001,0.48,14.968,15.248
NKPDCGFEJUINIK-UHFFFAOYSA-N,-29169.3471,-452.0075,8.732660000000001,-4.02152,-1.83438,-0.93673,2.49609,0.44491,303.3042,484.41693119999996,297.342,-2.403,11.966,14.213
NMWSKOLWZZWHPL-UHFFFAOYSA-N,-23805.7353,-16.8977,1.4390399999999999,0.0,-1.12873,-0.124,0.13144,0.042839999999999996,188.6561,385.3089905,219.915,-4.88,11.905,13.515999999999998
NOOBQTYVTDBXTL-UHFFFAOYSA-N,-25892.6612,-481.1474,6.81025,-2.15333,-1.11199,-0.92219,2.44325,0.18188,230.25599999999997,389.1110535,222.43099999999998,-2.503,11.009,13.575999999999999
NOQGZXFMHARMLW-UHFFFAOYSA-N,-24457.8274,198.3297,3.96735,-1.31503,0.25395,-0.5078,0.43349,-1.34284,160.1724,368.3148193,196.62900000000002,-0.2,13.362,13.999
NPPQSCRMBWNHMW-UHFFFAOYSA-N,-28774.5078,-463.0306,7.15757,-1.6784599999999998,0.29531999999999997,-0.58549,0.33786,-1.41813,218.2522,456.7039795,271.60900000000004,-1.73737,13.395999999999999,14.009
NPUKDXXFDDZOKR-UHFFFAOYSA-N,-29635.4454,211.9487,7.28056,-0.72469,-1.0341200000000002,-0.46379,0.50657,-0.51189,244.2926,484.1565247,299.934,-4.74,12.056,14.21
NQDJXKOVJZTUJA-UHFFFAOYSA-N,-27099.7787,-21.6333,3.9548,-0.5132,-1.02014,-0.5132,0.29646,-0.43518,266.3018,469.3535767,306.422,-3.19,11.61,12.845
NQRLPDFELNCFHW-UHFFFAOYSA-N,-24379.4525,177.0846,9.740039999999999,-1.83264,-0.60936,-0.66725,1.39564,-0.28065999999999997,180.1628,366.1656799,197.753,-2.69,11.321,13.539000000000001
NQRYJNQNLNOLGT-UHFFFAOYSA-N,-18197.2344,-18.9537,1.52855,0.0,-0.5707,-0.14035999999999998,0.06912,-0.11225,85.1486,264.54193119999996,122.675,1.07,15.222999999999999,13.583
NRGGMCIBEHEAIL-UHFFFAOYSA-N,-20565.1289,65.169,2.22008,0.0,-0.65922,-0.16286,0.12888,-0.11025,107.1548,299.5603333,144.366,0.51,12.352,14.185
NRXQIUSYPAHGNM-UHFFFAOYSA-N,-25202.1448,-38.7254,3.8109300000000004,-0.29393,-0.21625,-0.29393,0.26399,-0.32823,370.9158,364.48468019999996,222.528,-3.61,10.952,13.487
NSMWYRLQHIXVAP-UHFFFAOYSA-N,-21420.3007,159.2017,2.34984,0.0,-0.64383,-0.12612,0.08177000000000001,-0.19315,114.19,303.8217773,159.99200000000002,0.49,15.005,13.362
NTBYINQTYWZXLH-UHFFFAOYSA-N,-23416.5894,-104.3847,4.88997,-1.31689,-0.6946100000000001,-0.65871,1.39509,0.26509,192.0012,326.09927369999997,183.267,-3.2,11.104000000000001,14.062999999999999
NURQLCJSMXZBPC-UHFFFAOYSA-N,-20462.1048,705.105,3.05179,0.0,-0.60902,-0.15406,0.13069,-0.13127,107.1548,287.8059998,144.649,0.36,12.342,14.125
NVKAWKQGWWIWPM-UHFFFAOYSA-N,-29059.4799,-28.3752,3.28409,-0.77248,-1.3733799999999998,-0.40911,0.32583,-0.77248,290.4448,500.96597289999994,370.083,-4.74,13.004000000000001,14.557
NXBNYUSXDBHELA-UHFFFAOYSA-N,-28684.5585,47.3625,5.65334,-0.9223899999999999,-0.74755,-0.40606,0.40501,-0.9223899999999999,254.2848,497.7084961,300.44,-5.699,11.372,13.190999999999999
NYHAZDHVIPVSDM-UHFFFAOYSA-N,-25380.745,-27.5552,0.891768,-0.55977,-0.77428,-0.27993,0.24536999999999998,-0.60861,184.2376,396.15695189999997,229.69299999999998,-2.39,12.239,14.402999999999999
NYQDCVLCJXRDSK-UHFFFAOYSA-N,-30029.9079,-303.3058,6.264130000000001,-1.73764,-0.17357999999999998,-1.03863,2.1387400000000003,-0.39882,365.9932,473.42605589999994,311.397,-6.09,10.895,13.552
NZDAAPUTURAWII-UHFFFAOYSA-N,-27279.1786,676.1831,5.36559,-1.57066,0.3114,-0.46728000000000003,0.46661,-1.45084,221.2122,441.4270325,253.30700000000002,-2.401,11.798,14.300999999999998
NZNPHIKNHGRVLZ-UHFFFAOYSA-N,-28573.2318,-29.3532,2.09808,-1.19166,-0.26934,-0.49378999999999995,0.46353,-1.1353600000000001,235.2822,479.1242065,292.43,-2.866,11.806,13.845
OBKHYUIZSOIEPG-UHFFFAOYSA-N,-22195.1594,22.2699,0.0189363,0.0,-0.80804,-0.11123,0.07102,0.0,112.2144,321.49954219999995,175.75799999999998,-4.48,15.873,15.600999999999999
OBMLHUPNRURLOK-UHFFFAOYSA-N,-29857.4164,-829.5531,2.44659,-0.36498,-1.67333,-0.36498,0.22088000000000002,-0.57724,306.5054,506.5923157,385.175,-5.41,12.095999999999998,13.665999999999999
ODCWYMIRDDJXKW-UHFFFAOYSA-N,-26013.6288,63.9013,3.4759,0.0,-0.1989,-0.34968,0.12679,-0.6081300000000001,201.6583,424.7978516,229.773,-4.55,12.06,13.275
OFDYMSKSGFSLLM-UHFFFAOYSA-N,-30855.9176,508.0943,5.01438,-2.54149,-0.8970299999999999,-0.6463399999999999,1.38151,-0.03865,322.2433,477.05578610000003,325.812,-5.47,10.97,13.74
OGBQILNBLMPPDP-UHFFFAOYSA-N,-27984.2723,-34.6202,0.8514719999999999,-0.052320000000000005,-0.81413,-0.15447,0.14138,0.39971,340.4201,461.77529910000004,308.76099999999997,-9.159894,11.245,13.464
OGDVEMNWJVYAJL-UHFFFAOYSA-N,-30177.467,-217.4804,3.17219,-0.75093,-1.01559,-0.3415,0.21828000000000003,-0.85026,313.3956,535.4877319,362.07,-0.82,12.622,12.86
OGHNVEJMJSYVRP-UHFFFAOYSA-N,-37915.9726,-505.6679,3.6762099999999998,-0.97541,-1.7578599999999998,-0.36580999999999997,0.3354,-0.74012,406.4804,714.3943481000001,484.528,-4.2557,12.071,12.398
OGJPXUAPXNRGGI-UHFFFAOYSA-N,-31717.3756,-482.1522,7.698519999999999,-1.26255,-0.69003,-0.51502,0.51859,-1.10521,319.3349,523.4669188999999,355.686,-2.81581,11.450999999999999,13.032
OISVCGZHLKNMSJ-UHFFFAOYSA-N,-19809.7545,-80.385,2.08272,0.0,-0.61297,-0.16576,0.12905999999999998,-0.11604,107.1548,301.61968989999997,144.769,0.45,12.339,13.992
OJPDDQSCZGTACX-UHFFFAOYSA-N,-24438.641,-82.4327,5.26322,-0.7399,-0.79128,-0.36998000000000003,0.22125999999999998,-0.7109,181.234,383.6253357,226.218,-0.73,12.83,12.16
OJXOXNIZNJIMLU-UHFFFAOYSA-N,-28867.9577,-712.1162,3.4457,-2.57306,-1.15488,-0.9305899999999999,2.4478299999999997,-0.21422,283.3164,469.9644165,288.791,-2.861,11.272,13.934000000000001
OKKJLVBELUTLKV-UHFFFAOYSA-N,-14215.2248,-11.3099,1.7191299999999998,-0.39315,0.08472,-0.39315,0.22951999999999997,-0.39315,32.042,163.7472229,47.5521,1.57,15.642000000000001,15.386
OKQHSIGMOWQUIK-UHFFFAOYSA-N,-26038.2204,77.1772,6.81977,-0.67624,-0.20984,-0.38242,0.30044,-0.8282299999999999,209.2072,419.1392212,234.41099999999997,-1.078,11.85,12.703
OKXVARYIKDXAEO-UHFFFAOYSA-N,-22227.715,57.3297,1.8304,-0.37606999999999996,-0.66578,-0.37606999999999996,0.22794,-0.37606999999999996,116.2028,307.7576294,172.037,-0.72,15.458,15.184000000000001
ONKUXPIBXRRIDU-UHFFFAOYSA-N,-35094.9317,-6.9087,0.00536314,-1.47853,-0.1505,-0.47366,0.41263999999999995,-1.47853,258.357,588.9633789,346.348,-3.509,13.345,15.568
ONUFESLQCSAYKA-UHFFFAOYSA-N,-31621.4572,268.4283,2.05369,-1.39999,-0.22439,-0.53484,0.27133,-0.9960600000000001,330.17,549.4558105000001,344.625,-4.38,11.797,13.853
OPNPQXLQERQBBV-UHFFFAOYSA-N,-25464.8549,111.3431,8.071769999999999,-0.94985,-0.10980999999999999,-0.54157,0.24886999999999998,-0.8397100000000001,237.0959,383.9838562,225.043,-2.68,11.427999999999999,13.923
OQANPHBRHBJGNZ-BKUYFWCQSA-N,-34558.2734,-276.914,9.54765,-3.11883,-1.13991,-0.9259700000000001,2.4311599999999998,-0.8146800000000001,398.3924,639.9875488,412.625,-6.1367,10.45,12.62
OQEBBZSWEGYTPG-UHFFFAOYSA-N,-20636.1636,133.2621,1.82985,-0.8034100000000001,0.13404000000000002,-0.48221,0.43301000000000006,-0.91485,103.1206,277.8470154,130.119,1.08,13.342,13.610999999999999
OQZCSNDVOWYALR-UHFFFAOYSA-N,-29797.8469,-348.5362,8.050419999999999,-0.44441,-0.35351,-0.44441,0.4254,-0.81968,312.1183,475.7996216,309.616,-4.05,11.787,13.372
ORNBQBCIOKFOEO-UHFFFAOYSA-N,-31495.3393,-281.8461,2.1205700000000003,-0.78089,-1.56095,-0.39873000000000003,0.32553000000000004,-0.78089,316.4826,538.7544556,406.417,-4.65,13.038,13.958
OSSQSXOTMIGBCF-UHFFFAOYSA-N,-23986.666,152.4701,0.46522399999999997,0.0,-1.03175,-0.20131,0.20826999999999998,0.0,124.2254,389.15930180000004,198.15099999999998,-4.24,14.168,15.27
OTKXWJHPGBRXCR-UHFFFAOYSA-N,-29674.0011,-308.9868,9.779539999999999,-3.06747,-0.25666,-1.03657,2.1489700000000003,-0.4553,297.6496,466.96444699999995,291.309,-4.31,10.739,13.627
OTLNPYWUJOZPPA-UHFFFAOYSA-N,-22922.542,149.5762,5.1421,-2.09897,-0.11499000000000001,-0.65846,1.3889200000000002,-0.71005,167.1208,326.3497314,175.041,-2.7510000000000003,10.937999999999999,14.619000000000002
OTQFXRBLGNEOGH-UHFFFAOYSA-N,-27620.4299,141.9158,0.00294849,-0.20396,-0.68547,-0.11744,0.14318,0.11312,321.9744,458.9794006,299.728,-9.0,11.597999999999999,13.107000000000001
OTVAEFIXJLOWRX-UHFFFAOYSA-N,-33715.6242,262.5154,7.92908,-3.09001,-1.25328,-0.93826,2.38042,-0.63949,356.2202,554.6566162,373.945,-2.15,11.859000000000002,14.165
OUDSBRTVNLOZBN-UHFFFAOYSA-N,-31238.2546,-1100.1172,8.074910000000001,-2.37882,-1.3048799999999998,-0.92101,2.44158,-0.40137,311.3982,560.3925781,355.476,-3.68,11.895,13.892000000000001
OWWVHQUOYSPNNE-UHFFFAOYSA-N,-31782.9772,642.8102,5.45748,-0.93265,-0.6320600000000001,-0.47825,0.46517,-1.02506,265.3516,558.2868652000001,336.876,-2.71,11.859000000000002,13.498
OWZPCEFYPSAJFR-UHFFFAOYSA-N,-30243.9486,217.9619,6.7659,-2.92345,-0.9617,-0.66369,1.40521,-0.11660999999999999,240.2152,430.6572876,266.401,-3.38,10.981,14.602
OXNIZHLAWKMVMX-UHFFFAOYSA-N,-26479.433999999997,497.9963,1.75033,-4.19359,-0.64085,-0.65736,1.4106,0.03416,229.1056,364.2069702,212.86599999999999,-2.83,10.724,15.337
OXQGTIUCKGYOAA-UHFFFAOYSA-N,-21535.9824,53.9333,2.19551,-0.79176,-0.13021,-0.47057,0.43006000000000005,-0.79176,116.1596,310.3088989,155.681,-0.81,13.377,15.344000000000001
OZWKMVRBQXNZKK-UHFFFAOYSA-N,-28911.8528,-31.5898,2.7898,-1.2006299999999999,-0.88981,-0.46579,0.45303000000000004,-0.76684,255.2726,469.7142944,292.934,-3.259,11.702,13.607999999999999
PAMIQIKDUOTOBW-UHFFFAOYSA-N,-19708.9204,-6.6554,1.41159,0.0,-0.5959899999999999,-0.10818,0.06268,-0.10131,99.1754,284.8764954,144.275,0.23,15.040999999999999,13.478
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,-18147.1414,-15.7894,2.25668,0.0,-0.78577,-0.21723,0.12143,0.08042,93.12799999999999,264.9863281,121.493,-0.41,12.739,12.285
PBAYDYUZOSNJGU-UHFFFAOYSA-N,-23817.0601,91.7001,6.36629,-1.9640099999999998,1.0758299999999998,-0.44351999999999997,0.49245,-1.9640099999999998,184.105,336.2214355,184.847,-1.099,11.144,14.332
PBBGSZCBWVPOOL-UHFFFAOYSA-N,-31192.2971,-215.2684,3.06399,-0.62749,-1.5023,-0.31376,0.24706999999999998,-0.62749,270.3706,521.5394897,353.329,-4.43,12.585999999999999,13.544
PBMFSQRYOILNGV-UHFFFAOYSA-N,-16961.1067,-13.831,4.86726,0.0,-0.36924,-0.0963,0.142,-0.18437,80.089,226.7317352,97.9943,1.1,11.847000000000001,14.466
PDQAZBWRQCGBEV-UHFFFAOYSA-N,-18693.5142,-158.4816,10.6725,0.0,-0.3814,-0.67189,0.2039,-0.26500999999999997,102.1538,257.8528137,119.551,-0.71,12.242,13.468
PDRGHUMCVRDZLQ-UHFFFAOYSA-N,-27734.3089,-270.6297,3.08317,-0.6924,-1.0785799999999999,-0.37828,0.34655,-0.6924,266.339,473.1344603999999,317.002,-5.24,11.693,12.992
PEDCQBHIVMGVHV-UHFFFAOYSA-N,-19443.7798,452.8652,5.21001,-1.12939,0.16535,-0.37943000000000005,0.23294,-1.12939,92.0944,253.83226009999998,113.09,1.12,14.857999999999999,15.222000000000001
PEQHIRFAKIASBK-UHFFFAOYSA-N,-30058.9923,41.7227,0.0126396,0.0,-2.39961,-0.12930999999999998,0.14429,0.0,320.433,571.0219116000001,393.73,-7.8,12.449000000000002,13.829
PFIADAMVCJPXSF-UHFFFAOYSA-N,-24369.6941,-130.3853,0.00318621,-0.4173,-0.33505,-0.20869000000000001,0.15327000000000002,-0.2813,207.05599999999998,378.5614014,215.27900000000002,-4.41,11.963,13.165999999999999
PHEOVVDXTQVHAZ-UHFFFAOYSA-N,-39296.857,-140.2373,6.864330000000001,-2.16645,-0.8327700000000001,-0.46008000000000004,0.41353999999999996,-2.16645,444.5668,681.0559082000001,539.509,-4.58,11.775,14.272
PHTQWCKDNZKARW-UHFFFAOYSA-N,-20778.0985,59.8017,1.7356599999999998,-0.38787,-0.37704,-0.38787,0.22993000000000002,-0.38787,88.1492,284.5550537,132.719,-0.52,15.341,15.083
PJANXHGTPQOBST-VAWYXSNFSA-N,-23382.4392,-23.7571,0.00634832,0.0,-1.4262700000000001,-0.11283,0.12807000000000002,0.0,180.2488,414.450531,232.78799999999998,-5.790116,11.649000000000001,12.999
PJGSXYOJTGTZAV-UHFFFAOYSA-N,-21478.7219,510.1861,3.4096599999999997,-0.39974,-0.30054000000000003,-0.39974,0.32369000000000003,-0.39974,100.1602,288.87484739999996,148.642,-0.72,13.023,14.940999999999999
PKOFBDHYTMYVGJ-UHFFFAOYSA-N,-25405.6599,666.8958,9.83818,-2.3929099999999996,-0.80819,-0.94521,2.42102,-0.31872,214.2386,406.48983760000004,226.275,-1.61,11.829,13.404000000000002
PLAZTCDQAHEYBI-UHFFFAOYSA-N,-22392.4883,486.4297,6.09644,-1.31366,-0.77747,-0.65893,1.38614,0.07247999999999999,137.1378,304.93038939999997,158.138,-2.31988,11.51,14.24
PNVJTZOFSHSLTO-UHFFFAOYSA-N,-29558.4386,-210.1597,7.31445,-1.75175,-0.49631000000000003,-1.05186,2.14252,-0.6281399999999999,278.3205,489.55801389999993,306.836,-4.57,11.056,12.985999999999999
POAOYUHQDCAZBD-UHFFFAOYSA-N,-23165.4151,-115.1397,2.16745,-0.69029,-0.16477999999999998,-0.38388,0.2303,-0.69029,118.1754,345.4157715,166.674,-0.42,14.821,14.899000000000001
POULHZVOKOAJMA-UHFFFAOYSA-N,-31276.0429,262.3063,2.2643299999999997,-0.80998,-0.78465,-0.48662,0.43233999999999995,-0.80998,200.3204,516.1068726,289.122,-4.62,13.394,15.642000000000001
POZRVZJJTULAOH-UHFFFAOYSA-N,-31069.1139,157.9085,4.339919999999999,-0.28074,-1.88402,-0.35561,0.26136,-0.36453,337.4608,546.5248412999999,414.473,-5.508497,11.997,13.423
PPQNQXQZIWHJRB-UHFFFAOYSA-N,-26792.5902,18.3156,0.8891600000000001,0.0,-1.5432299999999999,-0.10887000000000001,0.13389,0.0,268.3574,493.00271610000004,325.60400000000004,-7.939528999999999,11.25,12.503
PQSUYGKTWSAVDQ-ZVIOFETBSA-N,-32758.4647,-399.0144,8.047130000000001,-1.86965,-0.6469699999999999,-0.41358,0.36155,-1.86965,360.4492,542.6033325,416.79900000000004,-3.85,12.173,14.395
PTFJIKYUEPWBMS-UHFFFAOYSA-N,-31276.9827,591.3628,2.8449400000000002,-2.51232,-0.9347799999999999,-0.66123,1.36911,-0.18353,333.2665,502.1311951,350.334,-6.12,10.595999999999998,13.898
PUFQVTATUTYEAL-UHFFFAOYSA-N,-37653.4973,-129.9439,5.10219,-0.70763,-1.17412,-0.50056,0.28972,-0.87218,343.468,690.2358397999999,433.92,-3.79357,11.152000000000001,13.360999999999999
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,-28022.0035,22.3759,5.44475,-0.56762,-0.83524,-0.56762,0.22804000000000002,-0.46608999999999995,206.287,459.36120610000006,266.584,-3.5205800000000003,12.466,12.879000000000001
PUJDIJCNWFYVJX-UHFFFAOYSA-N,-22358.9214,-35.2991,3.67026,-0.8547799999999999,-0.14473,-0.58303,0.3404,-0.7238899999999999,151.1646,346.4043579,180.239,-0.35,12.357000000000001,14.020999999999999
PUXBGTOOZJQSKH-UHFFFAOYSA-N,-28554.5084,149.1712,5.4346,-0.79115,-0.96206,-0.47295,0.43141,-0.41423000000000004,273.7183,480.27700810000005,293.976,-4.6983,11.897,12.449000000000002
PWATWSYOIIXYMA-UHFFFAOYSA-N,-24088.0447,33.9269,0.270615,0.0,-1.15577,-0.11865999999999999,0.11723,0.0,148.2474,399.2201538,215.25400000000002,-4.64,12.610999999999999,13.899000000000001
PWNAWOCHVWERAR-UHFFFAOYSA-N,-34096.5098,-58.0338,1.8196700000000001,-2.49218,-1.02998,-0.65499,1.36283,-0.19135,421.7351,552.2970581000001,412.626,-6.779999,10.654000000000002,13.902999999999999
PXWUKZGIHQRDHL-UHFFFAOYSA-N,-28824.0122,9.8735,2.78808,-0.1966,-0.03447,-0.37903000000000003,0.24616,-1.02874,211.2662,469.1613159,266.073,-2.08,12.472999999999999,13.184000000000001
PYGXAGIECVVIOZ-UHFFFAOYSA-N,-39528.3875,-368.8612,0.00228536,-1.47289,-0.58435,-0.47289,0.41248,-1.47289,314.4642,697.3864746,432.981,-3.72126,13.337,15.572000000000001
QANMHLXAZMSUEX-UHFFFAOYSA-N,-25566.3837,61.2869,3.20012,-0.02998,-1.01591,-0.27728,0.41203,-0.15596,215.21400000000003,415.0334167,238.21099999999998,-3.946,12.02,12.755999999999998
QAYICIQNSGETAS-UHFFFAOYSA-N,-22542.8713,431.7195,12.2529,0.0,-0.8606799999999999,-0.5423899999999999,0.36938000000000004,-0.12989,162.2674,326.17492680000004,188.548,-2.13,11.061,13.334000000000001
QBSJMKIUCUGGNG-UHFFFAOYSA-N,-26867.9406,-30.0579,3.4033300000000004,-0.7449399999999999,-0.44148000000000004,-0.54878,0.34538,-0.67247,193.245,420.48233030000006,246.891,-2.86,12.3,13.870999999999999
QBYJBZPUGVGKQQ-SJJAEHHWSA-N,-27710.5409,12.0137,2.32209,0.0,-1.29426,-0.18759,0.14682,0.43228999999999995,364.9132,444.6987915,331.89599999999996,-6.56228,12.020999999999999,13.94
QCDWFXQBSFUVSP-UHFFFAOYSA-N,-22167.3817,-14.4781,2.63374,-0.59688,-0.45471000000000006,-0.384,0.23321999999999998,-0.59688,138.1658,337.56555180000004,170.338,-0.70497,12.549000000000001,13.498
QCKHVNQHBOGZER-UHFFFAOYSA-N,-25385.7979,-149.4397,0.00368243,0.0,-0.54604,-0.10999,0.14758,0.25096999999999997,393.6978,357.5531921,220.703,-6.98,11.378,14.23
QCRFMSUKWRQZEM-UHFFFAOYSA-N,-20593.3615,-80.3063,1.7707400000000002,-0.38778,-0.6048600000000001,-0.38778,0.22876999999999997,-0.38778,114.18700000000001,303.47399900000005,156.852,-0.88,15.332,15.154000000000002
QGBSISYHAICWAH-UHFFFAOYSA-N,-18982.1848,-444.6088,10.0624,0.0,0.0293,-0.36036999999999997,0.18832000000000002,-0.36721,84.0804,237.5818176,101.51899999999999,-0.31,12.899000000000001,13.423
QHTQREMOGMZHJV-UHFFFAOYSA-N,-30347.2347,-853.9754,3.21664,-0.48553999999999997,-0.97456,-0.48553999999999997,0.17110999999999998,-0.39611,257.7775,498.3285828,304.712,-3.9339999999999997,11.61,13.722000000000001
QHXDTLYEHWXDSO-UHFFFAOYSA-N,-31385.1002,-4.8804,3.87083,0.0,-0.64242,-0.29554,0.10762999999999999,-0.58172,257.7655,495.33081050000004,323.18,-4.41,12.149000000000001,13.13
QIBWCUCLHZVYNL-UHFFFAOYSA-N,-27509.5991,18.8879,3.4708900000000003,-0.51189,-0.9959100000000001,-0.51189,0.30509000000000003,-0.41641999999999996,253.303,462.60458370000003,295.779,-3.32,11.72,12.752
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,-19288.6538,-177.7601,0.00525545,-0.62337,-0.36579,-0.31171,0.24845,-0.62337,110.1122,272.7980347,129.106,-0.17,12.435,13.59
QIQXTHQIDYTFRH-UHFFFAOYSA-N,-39718.193999999996,449.5168,2.26484,-0.80995,-1.45278,-0.48658999999999997,0.43233999999999995,-0.80995,284.4812,706.7457886,418.47,-5.68,13.394,15.622
QKLSCPPJEVXONT-UHFFFAOYSA-N,-30770.4876,252.6475,7.53379,-2.05481,-0.98908,-0.9282299999999999,2.43059,-0.31759,294.3276,513.7689209,318.92,-2.54,12.134,12.52
QNAYBMKLOCPYGJ-UHFFFAOYSA-N,-19247.0884,117.8361,2.02049,-0.79291,0.2091,-0.47891999999999996,0.40201,-0.8680100000000001,89.0938,249.7532501,110.45100000000001,0.27184200000000003,13.21,14.029000000000002
QNIUOGIMJWORNZ-UHFFFAOYSA-N,-34343.255,718.2018,5.480230000000001,-0.93042,-0.8480700000000001,-0.47808999999999996,0.46512,-1.02283,293.4052,620.9702147999999,379.727,-3.84,11.854000000000001,13.498
QPPBRPIAZZHUNT-UHFFFAOYSA-N,-28091.9772,-357.644,8.71152,-1.8550099999999998,-1.2298200000000001,-0.92853,2.43514,-0.04313,264.3014,467.1244202,284.846,-2.8209,12.139000000000001,12.507
QQBKLRXLVRDKEB-UHFFFAOYSA-N,-29489.2503,-181.2558,2.69977,-1.2911700000000002,-0.54272,-0.50978,0.28586999999999996,-1.2181,282.2982,494.50521849999996,316.959,-4.468999999999999,12.198,14.105
QQODLKZGRKWIFG-UHFFFAOYSA-N,-36476.3499,207.9883,4.3824,-0.81061,-1.03869,-0.43513999999999997,0.43666000000000005,-0.8475,434.2935,727.7011107999999,484.977,-7.339998,11.859000000000002,13.867
QRXWMOHMRWLFEY-UHFFFAOYSA-N,-21304.404,98.5766,5.76001,-0.5161399999999999,-0.1651,-0.5161399999999999,0.28321999999999997,-0.61252,137.1408,312.944458,156.965,0.01,11.741,13.079
QSNYNWOQOIJCFV-UHFFFAOYSA-N,-32235.942000000003,135.6506,7.359430000000001,-1.24769,-0.72963,-0.51157,0.51751,-1.0964200000000002,349.3364,559.2344360000001,375.871,-5.312,11.26,13.062999999999999
QTBSBXVTEAMEQO-UHFFFAOYSA-N,-16619.4715,25.7269,2.32174,-0.8179,0.31663,-0.49556999999999995,0.43356000000000006,-0.8179,60.0524,201.31681819999997,73.3921,1.22,13.379000000000001,15.722000000000001
QTSBFJRVBUIZJC-UHFFFAOYSA-N,-33378.57,120.1348,8.026530000000001,-0.70317,-0.60951,-0.30835,0.24513000000000001,-0.94835,449.2472,618.815918,400.18800000000005,-3.523,11.27,12.613
QUBSMEXIPLOOMC-UHFFFAOYSA-N,-25746.0088,-182.4116,5.14717,-2.22254,-1.32287,-0.9284899999999999,2.44217,0.20745999999999998,251.333,407.9810486,248.09400000000002,-2.594,11.245,13.321
QUEKGYQTRJVEQC-UHFFFAOYSA-N,-23918.5903,301.6011,3.06894,-2.10291,-0.11672,-0.65955,1.39734,-0.5856100000000001,201.5659,342.10321039999997,195.19799999999998,-1.7481099999999998,11.072000000000001,14.254000000000001
QUIKDFWIKDMXIO-UHFFFAOYSA-N,-29398.2338,-2.9534,6.33012,-1.6970299999999998,0.05873,-0.51623,0.4633,-1.55213,276.2914,508.20620729999996,322.093,-1.045,11.802,13.67
QVHJQCGUWFKTSE-YFKPBYRVSA-N,-27207.1771,273.8693,1.7602,-1.5828200000000001,0.26244,-0.54018,0.43118999999999996,-1.52596,189.2108,402.6079407,231.239,-0.74473,13.100999999999999,14.054
QWCKQJZIFLGMSD-UHFFFAOYSA-N,-20216.7051,63.4721,3.1714700000000002,-0.7901199999999999,0.08843999999999999,-0.47384,0.43263999999999997,-0.8784,103.1206,275.5584412,131.382,0.31,13.253,13.933
QWUWMCYKGHVNAV-UHFFFAOYSA-N,-23575.1917,12.1627,0.00886432,0.0,-1.40465,-0.11700999999999999,0.11709000000000001,0.0,182.2646,424.56594850000005,244.574,-4.62,12.507,13.802999999999999
QWVGKYWNOKOFNN-UHFFFAOYSA-N,-19784.2629,-28.4274,1.6383,-0.30895,-0.5646800000000001,-0.30895,0.24833000000000002,-0.30895,108.1396,283.9181213,138.64,-0.62,12.547,13.71
QXBUYALKJGBACG-UHFFFAOYSA-N,-24044.6851,47.7647,3.5264300000000004,0.0,-1.48177,-0.24459,0.14799,0.28584,213.2966,400.9724426,245.22,-5.593,11.933,12.129000000000001
QXJKBPAVAHBARF-UHFFFAOYSA-N,-28471.6668,-415.3067,3.3180300000000003,-0.7991699999999999,-0.48878,-0.39965,0.30535,-0.48996000000000006,284.1414,474.94064330000003,303.51599999999996,-4.8,11.811,13.915999999999999
QXKHYNVANLEOEG-UHFFFAOYSA-N,-25175.4403,269.7331,7.8566199999999995,-0.8811899999999999,0.007670000000000001,-0.45428,0.45426000000000005,-0.8811899999999999,216.1928,398.4504395,234.963,-3.5843800000000003,11.249,13.398
QYPNKSZPJQQLRK-UHFFFAOYSA-N,-35070.9151,-95.9666,8.00089,-0.93271,-1.31483,-0.46889,0.32771999999999996,-0.87097,352.4754,653.8265991000001,446.642,-5.627999999999999,11.773,13.86
RDJGWRFTDZZXSM-UHFFFAOYSA-N,-31546.9101,176.2699,3.06713,-0.74362,-1.46224,-0.34084000000000003,0.21852,-0.8428899999999999,375.4664,626.8980713,433.33,-2.222,12.405999999999999,12.87
RDLPVSKMFDYCOR-UEKVPHQBSA-N,-32286.549,353.5101,7.9569,-1.62792,-0.35681,-0.48586999999999997,0.48481,-1.6462400000000001,349.4038,578.3925781,389.207,-1.232,11.690999999999999,13.574000000000002
RDXLYGJSWZYTFJ-UHFFFAOYSA-N,-24790.2785,254.8748,11.9423,-1.865,-0.70225,-0.7027100000000001,1.45844,0.04956,214.1984,373.9623108,210.86900000000003,-3.22,10.827,13.484000000000002
