Compound,G_sol,DeltaG_sol,sol_dip,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,volume,LogS,Lsolu_Hsolv,Lsolv_Hsolu
JZUFKLXOESDKRF-UHFFFAOYSA-N,-27546.0326,1074.638,11.1822,-3.7314199999999995,-1.23219,-0.9419200000000001,2.43627,0.23438,297.7309,431.7575989,269.77099999999996,-2.6939,11.72,13.062999999999999
JZUTXVTYJDCMDU-UHFFFAOYSA-N,-35002.6695,-704.8453,8.45646,-1.5022,-0.06917000000000001,-0.41812,0.47806000000000004,-1.5756700000000001,383.4,604.5792236000001,420.226,-4.11,11.457,13.244000000000002
KAATUXNTWXVJKI-UHFFFAOYSA-N,-35714.1536,240.8861,4.63342,-0.82024,-1.21793,-0.43571000000000004,0.43568999999999997,-0.76374,416.30300000000005,696.9781494,475.36699999999996,-8.019997,12.094000000000001,13.722000000000001
KAESVJOAVNADME-UHFFFAOYSA-N,-16261.3167,529.8854,3.22546,0.0,-1.10655,-0.32702,0.46523000000000003,0.46523000000000003,67.0902,221.2260284,88.6938,-0.17,13.662,13.484000000000002
KANLOADZXMMCQA-UHFFFAOYSA-N,-23730.9186,16.3567,0.359439,0.0,-1.2395200000000002,-0.11052999999999999,0.12567,0.0,192.2598,403.2672424,238.158,-5.84,11.589,13.034
KDYFGRWQOYBRFD-UHFFFAOYSA-N,-20280.0571,44.675,0.00130339,-1.6103399999999999,0.66966,-0.48488000000000003,0.43626000000000004,-1.6103399999999999,118.089,281.1311035,131.45,-0.2,13.327,15.689
KENZYIHFBRWMOD-UHFFFAOYSA-N,-27364.1936,70.2869,1.95288,0.0,-1.05965,-0.12685,0.13746,0.26172,291.9914,449.72058110000006,286.887,-7.250000999999999,11.610999999999999,13.527999999999999
KFIRODWJCYBBHY-UHFFFAOYSA-N,-25165.7607,933.3345,8.86619,-2.83462,0.4827,-0.6501,1.38734,-1.44728,211.1306,357.97631839999997,209.995,-1.00776,11.03,14.845
KFNNIILCVOLYIR-UHFFFAOYSA-N,-20035.0395,-100.7235,5.128419999999999,-0.7510399999999999,0.27310999999999996,-0.4617,0.43131,-0.7510399999999999,88.10600000000001,266.15405269999997,117.164,-0.49,13.366,15.494000000000002
KFZMGEQAYNKOFK-UHFFFAOYSA-N,-17804.9866,-2.8113,1.84037,-0.38550999999999996,-0.2319,-0.38550999999999996,0.22784000000000001,-0.38550999999999996,60.0956,227.4402924,91.2748,0.43,15.536,15.593
KGVPNLBXJKTABS-UHFFFAOYSA-N,-19152.1042,-103.7856,3.6657599999999997,-0.2116,-0.31866,-0.26585,0.25781,-0.29930999999999996,99.089,256.46893309999996,111.95,-0.07,12.535,14.439
KHBQMWCZKVMBLN-UHFFFAOYSA-N,-21535.0492,-128.0204,5.76009,-1.8801900000000002,-0.91548,-0.9432,2.41668,0.049839999999999995,157.1868,322.3204956,166.359,-1.56,12.030999999999999,14.187999999999999
KHNYNFUTFKJLDD-UHFFFAOYSA-N,-25832.8606,-72.6699,0.8943129999999999,0.0,-1.42601,-0.12767,0.12475,0.0,252.3148,456.55862429999996,296.46,-8.0,10.774000000000001,12.832
KIEDNEWSYUYDSN-UHFFFAOYSA-N,-28267.2542,1018.5039,2.29086,-0.6952,-0.6393399999999999,-0.46292,0.2577,-0.52927,239.7011,439.12042239999994,279.406,-2.34,12.167,13.738
KIGQVWWOESIMBG-UHFFFAOYSA-N,-24991.9977,175.1543,6.108969999999999,-0.78242,-0.011729999999999999,-0.46829,0.40541,-1.20678,181.1938,397.626709,223.25900000000001,0.46,13.097999999999999,13.863
KIVUHCNVDWYUNP-UHFFFAOYSA-N,-26133.2119,214.2595,3.74726,0.0,-1.59196,-0.29036999999999996,0.13692000000000001,0.11886,243.3074,449.0122375,285.633,-6.2,11.508,11.921
KIWUVOGUEXMXSV-UHFFFAOYSA-N,-20026.859,492.9074,5.955080000000001,-0.37001999999999996,-0.14545999999999998,-0.38803000000000004,0.29695,-0.29827,133.1828,268.7313538,136.472,-1.77,10.24,13.878
KJONHKAYOJNZEC-UHFFFAOYSA-N,-28638.4676,-344.4703,2.31173,-1.8004900000000001,-0.94155,-0.66071,1.39601,-0.38877,281.2702,484.7434692,307.358,-3.79244,11.04,13.802
KJVQYDYPDFFJMP-UHFFFAOYSA-N,-28145.8789,-621.9538,8.16419,-1.8302200000000002,-1.6726900000000002,-0.9197,2.42501,0.4964,269.3358,465.1863709,278.263,-2.909,11.663,12.571
KMAQZIILEGKYQZ-UHFFFAOYSA-N,-22193.3658,-2.9421,5.81004,-1.32146,-0.6823600000000001,-0.66122,1.3947100000000001,0.14190999999999998,157.5561,307.4826965,160.743,-2.77,11.283,14.074000000000002
KMRNTNDWADEIIX-UHFFFAOYSA-N,-21121.8847,-176.4946,2.79331,-0.80016,0.33643,-0.48357,0.44691000000000003,-1.00629,199.9758,274.8725891,133.857,-0.43,11.255999999999998,14.038
KNAHARQHSZJURB-UHFFFAOYSA-N,-24131.1194,-382.9915,8.31953,-0.47271,-0.5483899999999999,-0.57917,0.42807,-0.30721,170.2288,360.8569336,201.959,-2.15,11.068,13.534
KPQZUUQMTUIKBP-UHFFFAOYSA-N,-25843.0979,288.6612,6.841019999999999,-1.6989900000000002,-1.12391,-0.66674,1.44479,0.0033399999999999997,185.1822,365.94912719999996,214.486,-0.737,11.642000000000001,14.415
KPSSIOMAKSHJJG-UHFFFAOYSA-N,-21088.1825,-488.1933,1.62001,-0.37584,-0.32059,-0.37584,0.22258000000000003,-0.37584,88.1492,274.461792,134.565,-0.4,15.455,15.105
KQBFUDNJKCZEDQ-UHFFFAOYSA-N,-30987.7477,-28.1762,0.858233,0.0,-1.0619100000000001,-0.13416,0.14525,0.63272,395.3267,500.27728269999994,358.57099999999997,-7.919987,11.617,13.734000000000002
KQNPFQTWMSNSAP-UHFFFAOYSA-N,-19824.868000000002,431.18300000000005,2.27895,-0.80062,0.12299000000000002,-0.48149,0.43254,-0.80062,88.10600000000001,256.9899597,115.531,0.28,13.376,15.557
KRTSDMXIXPKRQR-UHFFFAOYSA-N,-27892.2735,-211.9874,8.332360000000001,-3.3806,0.23679,-0.9843799999999999,2.2814,-1.0566799999999998,223.1651,431.7197876,248.80700000000002,0.65,12.133,13.394
KSCFJBIXMNOVSH-UHFFFAOYSA-N,-28388.0663,345.4511,7.3303,-1.75078,-0.38638,-0.52507,0.46648999999999996,-1.13173,254.245,448.808075,283.387,-0.17,11.956,13.243
KSFDHSSNYJNHAN-UHFFFAOYSA-N,-23566.5222,2.2527,3.3606300000000005,0.0,-0.86124,-0.11017,0.12125999999999999,-0.19793,172.2292,379.7961121,218.05900000000003,-1.367,11.725999999999999,13.38
KSMVNVHUTQZITP-UHFFFAOYSA-N,-26661.6042,-64.683,0.23515300000000003,-0.059160000000000004,-0.8094399999999999,-0.15534,0.14057,0.25837,305.975,444.0482788,285.32,-8.860121000000001,11.356,13.449000000000002
KSUUMAWCGDNLFK-UHFFFAOYSA-N,-25241.2776,-118.0857,9.078389999999999,-0.9781700000000001,-0.40665999999999997,-0.54473,0.26445,-0.80852,184.2376,406.68997189999993,236.051,-2.747,12.995999999999999,13.888
KTXUOWUHFLBZPW-UHFFFAOYSA-N,-24760.6115,123.8971,0.799471,0.0,-1.09451,-0.12454000000000001,0.13282,0.08861000000000001,223.1012,408.7530212,244.10299999999998,-5.8,11.800999999999998,13.569
KUAZQDVKQLNFPE-UHFFFAOYSA-N,-27457.446,253.4251,2.63797,0.0,-1.21653,-0.5302100000000001,0.37385,0.045919999999999996,240.4142,423.8071289,267.342,-3.9,9.576,12.931
KUCQYCKVKVOKAY-UHFFFAOYSA-N,-31892.6262,209.4406,3.37655,-0.9469700000000001,-1.02509,-0.3572,0.39748,-0.9166200000000001,366.8433,583.5130005,412.082,-5.93,10.873,13.548
KVBGVZZKJNLNJU-UHFFFAOYSA-N,-25112.506,-430.9662,4.01091,-2.60806,-1.15745,-0.96983,2.57832,-0.02974,208.2314,381.74310299999996,216.593,-1.265,11.533,13.245
KVZJLSYJROEPSQ-UHFFFAOYSA-N,-21194.8997,833.1709,0.137943,0.0,-0.8702799999999999,-0.14326,0.06727999999999999,0.0,112.2144,313.04684449999996,166.28900000000002,-4.28474,15.902999999999999,15.237
KWGRBVOPPLSCSI-WPRPVWTQSA-N,-23981.3298,58.1395,2.73137,-0.37705,-0.88413,-0.37705,0.23294,-0.47575,165.2346,374.9756165,216.291,-0.385209,12.472999999999999,13.559000000000001
KXYFWLVSYHRZJL-UHFFFAOYSA-N,-33513.6092,-229.395,2.3828,-1.18426,-0.7174699999999999,-0.49068999999999996,0.46329,-1.15422,291.3894,573.6387329,380.899,-3.5610000000000004,11.796,13.77
KZJRKRQSDZGHEC-UHFFFAOYSA-N,-22778.7558,-235.6615,4.03683,-0.30383000000000004,0.08219,-0.30383000000000004,0.33405,-0.69076,174.1221,325.0786438,178.11,-1.155,11.255,14.394
KZNICNPSHKQLFF-UHFFFAOYSA-N,-18470.1134,-146.2112,2.3132099999999998,-0.8980600000000001,0.24241,-0.44928,0.27098,-0.77803,99.089,252.22848509999997,110.902,0.3,12.445,14.739
KZOFCELNVLSKGC-UHFFFAOYSA-N,-34574.2642,-17.0798,9.64069,-1.4851299999999998,-0.75859,-0.5402899999999999,0.2714,-1.2759200000000002,357.4084,679.2984008999999,422.06800000000004,-2.6860000000000004,12.084000000000001,12.422
KZTYYGOKRVBIMI-UHFFFAOYSA-N,-24742.2516,-21.8339,6.25392,-1.8683599999999998,-1.8003799999999999,-0.93425,2.4599,0.59154,218.2698,409.48773189999997,243.65099999999998,-3.6437800000000005,11.966,14.214
LAIUFBWHERIJIH-UHFFFAOYSA-N,-23771.5706,-1.2802,0.0807324,0.0,-0.9129799999999999,-0.13159,0.06877,0.0,114.2302,353.259552,185.03599999999997,-5.16,15.732000000000001,15.562000000000001
LCCNCVORNKJIRZ-UHFFFAOYSA-N,-31519.4914,93.8788,10.6455,-3.0815799999999998,-0.49351000000000006,-1.04588,2.15456,-0.5771,291.2581,505.19482419999997,314.693,-4.28517,10.819,13.75
LDCFNNYCIXKMNJ-UHFFFAOYSA-N,-33710.2083,-602.4538,3.0918900000000002,-1.9322400000000002,-0.23476,-0.48851999999999995,0.46366999999999997,-1.8912099999999998,295.3346,546.5578613,362.704,-1.178,11.797,13.753
LEBVLXFERQHONN-UHFFFAOYSA-N,-31820.7547,214.3669,5.53105,-0.47325,-1.49662,-0.47325,0.22398,-0.39615,288.432,561.5986328,382.09,-3.2241,12.365,13.372
LESVOLZBIFDZGS-UHFFFAOYSA-N,-32496.0157,-689.8211,6.751239999999999,-2.68608,-0.20606,-0.93776,2.10945,-1.0403200000000001,287.3283,527.0456543,327.29900000000004,1.14,11.082,13.527999999999999
LFKDJXLFVYVEFG-UHFFFAOYSA-N,-22224.458,-404.4245,3.1905900000000003,-0.83225,-0.00763,-0.56606,0.3422,-0.71292,117.1474,303.9588623,150.401,0.1,13.637,13.949000000000002
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,-16560.7635,-293.2207,1.7048599999999998,-0.38973,-0.04543,-0.38973,0.22921999999999998,-0.38973,46.0688,198.7638855,68.6461,1.1,15.499,15.155999999999999
LFVLUOAHQIVABZ-UHFFFAOYSA-N,-31892.9146,481.8505,6.08611,-1.7370700000000001,-0.16965999999999998,-1.0389899999999999,2.13797,-0.4032,412.9937,484.1624146000001,321.36400000000003,-6.62,10.908,13.46
LGDSHSYDSCRFAB-UHFFFAOYSA-N,-17190.6278,-46.7613,3.5179300000000002,0.0,-0.09067,-0.07239,0.06448999999999999,-0.10231,73.1124,222.74932859999998,91.1289,-1.0,11.085,13.679
LHRCREOYAASXPZ-UHFFFAOYSA-N,-26608.6317,48.2628,0.00507037,0.0,-1.70147,-0.10769000000000001,0.13318,0.0,278.3526,498.8189392,330.20300000000003,-8.659953,11.315,12.806
LHXDLQBQYFFVNW-UHFFFAOYSA-N,-23294.0067,-434.9977,3.3235699999999997,-0.36761,-0.63054,-0.36761,0.33549,-0.36761,152.2358,345.7841492,208.72299999999998,-1.85,12.994000000000002,14.589
LINPVWIEWJTEEJ-UHFFFAOYSA-N,-28267.8099,-196.4537,3.7953,-1.0333299999999999,-0.2859,-0.43656999999999996,0.37798000000000004,-0.9779100000000001,274.7031,471.48831179999996,299.603,-4.18,11.474,13.387
LJOZMWRYMKECFF-UHFFFAOYSA-N,-27139.731,-327.3753,5.427169999999999,-0.45724,-0.95239,-0.45724,0.27076999999999996,-0.26328,323.1326,454.10543820000004,268.72,-4.21,11.468,13.005999999999998
LKPLKUMXSAEKID-UHFFFAOYSA-N,-26040.8564,250.5067,5.36541,-1.2288700000000001,-0.81697,-0.6150399999999999,1.34102,0.81697,295.3365,379.5791016,250.252,-5.82,10.902999999999999,13.974
LMHCYRULPLGEEZ-UHFFFAOYSA-N,-25891.5716,511.8132,3.18874,0.0,-0.64803,-0.24541999999999997,0.08254,-0.24541999999999997,226.1,386.1509705,204.295,-4.81,11.404000000000002,14.062999999999999
LMINNBXUMGNKMM-UHFFFAOYSA-N,-28451.1507,-409.3841,4.93926,-0.79787,-1.0506799999999998,-0.47583000000000003,0.43218,-0.51083,271.3332,474.8783569,305.059,-3.94,11.894,12.134
LMTGCJANOQOGPI-UHFFFAOYSA-N,-22282.1884,-180.3459,5.011080000000001,-0.48971000000000003,-0.7691600000000001,-0.48971000000000003,0.2507,-0.34435,149.192,350.3041687,184.18900000000002,-0.95,12.38,13.017000000000001
LMYRWZFENFIFIT-UHFFFAOYSA-N,-22544.9634,-111.8702,5.98476,-1.8807900000000002,-0.97893,-0.9435100000000001,2.4168,0.04904,171.2136,352.64031980000004,188.079,-1.74,12.02,14.19
LNVGTRNKWNAINT-UHFFFAOYSA-N,-27093.1371,-373.0613,6.86902,-4.05715,-1.8835400000000002,-0.93004,2.44651,0.68576,283.3318,425.57388310000005,263.862,-1.276,11.209000000000001,14.252
LOAUVZALPPNFOQ-UHFFFAOYSA-N,-23152.0529,124.6326,3.39718,-0.77737,-0.21474000000000001,-0.47025,0.48256000000000004,-0.81099,173.1708,350.6038208,193.128,-1.088,11.184000000000001,13.585999999999999
LQLIEICEYDIWLO-UHFFFAOYSA-N,-29517.2568,-198.99,3.9714,-1.17115,-0.7593300000000001,-0.51374,0.24328000000000002,-1.10097,263.3358,515.0195313,330.61199999999997,-2.12,12.526,13.853
LQZZUXJYWNFBMV-UHFFFAOYSA-N,-31573.3179,-251.4494,1.7049900000000002,-0.38813000000000003,-1.15351,-0.38813000000000003,0.23037,-0.38813000000000003,186.3368,514.579834,284.689,-4.67,15.277999999999999,15.161
LRQUYRADZABVMX-UHFFFAOYSA-N,-29670.8377,-653.4429,9.33677,-4.02305,-2.1454299999999997,-0.93137,2.48027,0.79681,319.3648,490.9535522,312.2,-2.719,11.352,13.953
LRUUNMYPIBZBQH-UHFFFAOYSA-N,-25984.9018,-68.0263,0.9761989999999999,-1.0879,-0.06611,-0.48281999999999997,0.36507,-0.56987,261.064,419.31555180000004,252.077,-2.82,11.655999999999999,13.294
LSPHULWDVZXLIL-UHFFFAOYSA-N,-25062.5128,526.4356,4.36413,-1.57649,0.06412000000000001,-0.4761,0.444,-1.57649,200.234,368.2471619,240.037,-1.42,13.241,15.495
LSXKDWGTSHCFPP-UHFFFAOYSA-N,-25073.8636,158.4443,2.33702,0.0,-0.71075,-0.17132999999999998,0.08194,-0.17132999999999998,179.0995,374.1331787,194.394,-4.43,12.044,15.392000000000001
LTEQMZWBSYACLV-UHFFFAOYSA-N,-25333.0074,203.2304,0.26934,0.0,-1.26715,-0.11857000000000001,0.11723,0.0,162.2742,431.43356320000004,236.878,-5.21,12.61,13.899000000000001
LUALIOATIOESLM-UHFFFAOYSA-N,-33463.4055,-87.175,6.49211,-0.37965,-1.8612099999999998,-0.37965,0.22978,-0.32302,365.4922,610.4122925,434.654,-3.98,11.437000000000001,12.275
LUKBXSAWLPMMSZ-OWOJBTEDSA-N,-26810.238999999998,-255.3009,1.6326399999999999,-0.93771,-0.96672,-0.31299,0.25228,-0.93771,228.247,455.60046389999997,266.13,-4.34008,11.562999999999999,12.966
LVHBHZANLOWSRM-UHFFFAOYSA-N,-21726.0435,72.4199,3.93686,-1.6013700000000002,0.6534800000000001,-0.48645,0.4848,-1.6013700000000002,130.1,289.5830994,147.97299999999998,-0.224117,12.203,14.953
LWLJUMBEZJHXHV-UHFFFAOYSA-N,-32706.629,15.088,0.8217639999999999,0.0,-1.28389,-0.22695,0.17340999999999998,1.28388,474.64,491.0958557,388.41900000000004,-7.279998,11.049000000000001,13.58
LWULXYSYLOIDQY-UHFFFAOYSA-N,-32318.537999999997,122.6041,7.00519,-3.1433400000000002,-0.77877,-0.64307,1.38858,-0.40435,296.2792,488.0612183,336.54400000000004,-4.47,10.789000000000001,14.769
LXMSZDCAJNLERA-ZHYRCANASA-N,-35330.1063,96.9074,2.14756,-1.4540899999999999,-1.24645,-0.43461000000000005,0.42377,-1.42591,416.5744,621.0525512999999,491.582,-1.77,12.012,14.020999999999999
LYCAIKOWRPUZTN-UHFFFAOYSA-N,-16804.8877,-23.6856,2.32273,-0.7666,0.14952000000000001,-0.38336,0.22851,-0.7666,62.0682,212.98973080000002,79.7311,0.08,15.352,15.195
LYGJENNIWJXYER-UHFFFAOYSA-N,-16380.5137,21.291,4.952780000000001,-1.3327200000000001,-0.35948,-0.66647,1.33263,-9e-05,61.0402,194.7361908,68.8081,0.26,12.432,16.59
MAEIEVLCKWDQJH-UHFFFAOYSA-N,-34959.3198,53.0835,10.1416,-2.7903,-1.21707,-0.93074,2.41875,-0.83336,364.4154,616.4642334,403.87800000000004,-4.118,11.368,12.59
MAZCFXDIYXGRAD-UHFFFAOYSA-N,-27036.4634,-256.3648,6.85795,-4.04648,-1.9315099999999998,-0.92714,2.4431700000000003,0.74593,283.3318,430.73800660000006,264.732,-1.65,11.054,14.027999999999999
MBAIEZXRGAOPKH-UHFFFAOYSA-N,-23869.7154,-19.9835,0.0033200000000000005,0.0,-1.24411,-0.11172,0.1173,0.0,208.3024,417.28182979999997,257.26599999999996,-5.96,11.761,12.798
MBDMKWJEKDHRRP-UHFFFAOYSA-N,-38647.6982,-1571.3572,7.25208,-3.14721,-0.11257,-0.9137,2.44157,-1.28624,414.8197,591.0168457000001,422.89300000000003,-4.58,11.494000000000002,13.677999999999999
MBDUIEKYVPVZJH-UHFFFAOYSA-N,-21480.602000000003,591.1684,5.64904,-1.8788799999999999,-1.23409,-0.9396700000000001,2.28985,0.41097,122.1818,298.9619751,147.484,0.04,12.544,15.025
MBRLOUHOWLUMFF-UHFFFAOYSA-N,-27910.6088,326.5754,7.64385,-0.7995800000000001,-0.49196000000000006,-0.45943,0.45253000000000004,-0.7995800000000001,244.2896,480.2110596,298.605,-4.31,11.429,13.33
MCSAJNNLRCFZED-UHFFFAOYSA-N,-17984.639,7.7984,5.0134,-1.3150700000000002,-0.45565,-0.65777,1.31908,0.0040100000000000005,75.067,225.0167236,89.6292,-0.22,12.349,16.534000000000002
MCWXGJITAZMZEV-UHFFFAOYSA-N,-27273.9114,-230.9523,11.4952,-1.6413799999999998,0.17164000000000001,-0.9020100000000001,1.87392,-1.0009700000000001,229.2485,418.383606,250.535,-0.74,10.224,13.729000000000001
METKIMKYRPQLGS-UHFFFAOYSA-N,-31801.9928,-0.0526,6.70538,-1.11029,-0.75035,-0.53438,0.22799,-1.10259,266.3394,559.5146484,336.833,0.04,12.574000000000002,13.374
MFOUDYKPLGXPGO-UHFFFAOYSA-N,-26140.4152,141.2362,6.24896,-0.48968,-0.81675,-0.48968,0.24370999999999998,-0.43358,211.6907,415.09021,257.841,-2.48,12.314,13.959000000000001
MGWAVDBGNNKXQV-UHFFFAOYSA-N,-33917.1312,232.9993,4.0788400000000005,-1.3778,-0.07542,-0.44311000000000006,0.45958000000000004,-1.3778,278.3474,528.6466675,355.246,-4.6841800000000005,11.558,14.454
MLKXDPUZXIRXEP-RQZCQDPDSA-N,-33477.0759,480.3031,5.51278,-1.6413200000000001,-1.4136799999999998,-0.84519,1.16077,-0.58711,356.4109,595.541626,404.481,-2.3777,10.985,13.05
MLUCVPSAIODCQM-UHFFFAOYSA-N,-17957.5267,88.961,4.31128,-0.42648,-0.06286,-0.42648,0.36630999999999997,-0.42648,70.0908,242.0624695,99.7327,0.32,12.165999999999999,14.567
MOCKWYUCPREFCZ-UHFFFAOYSA-N,-22886.2216,293.9731,5.66146,-0.5714,-0.45865,-0.5714,0.21436,-0.5047,151.1676,343.32781980000004,174.043,-2.33,12.48,12.784
MORLYCDUFHDZKO-UHFFFAOYSA-N,-27157.355,-682.8558,5.39374,-2.44895,-1.13133,-0.97869,2.0748,-0.37415,214.1573,392.6046753,239.895,-3.0780000000000003,12.417,14.040999999999999
MOYKHGMNXAOIAT-UHFFFAOYSA-N,-27315.0742,829.6535,5.2350900000000005,-3.76464,0.20985,-0.64473,1.39049,-0.98431,236.1378,388.528595,229.80599999999998,-2.63,12.203,15.365
MPHPHYZQRGLTBO-UHFFFAOYSA-N,-30351.6948,80.8416,10.2236,-0.39399999999999996,-2.0929599999999997,-0.5987600000000001,0.52578,0.46102,302.3754,540.2636719,355.392,-3.54,11.41,10.458
MQJKPEGWNLWLTK-UHFFFAOYSA-N,-27153.8748,-378.5127,9.56974,-1.88766,-2.0733599999999996,-0.94389,2.4606,0.80725,248.299,450.86425779999996,276.027,-2.92725,12.32,12.484000000000002
MSMHOCZOEWMZOH-UHFFFAOYSA-N,-30999.3501,209.8903,1.6185100000000001,-2.31325,0.34081999999999996,-0.49478,0.46371,-2.23645,283.2804,494.16864010000006,324.003,-1.268,11.807,13.850999999999999
MSXVEPNJUHWQHW-UHFFFAOYSA-N,-20307.1678,-45.7913,1.7280200000000001,-0.37284,-0.44301999999999997,-0.37284,0.2249,-0.37284,88.1492,275.27270510000005,133.694,0.08,15.467,15.347000000000001
MTBZIGHNGSTDJV-UHFFFAOYSA-N,-33278.7669,-409.3137,8.47783,-1.9387599999999998,0.27516,-0.94484,2.01614,-1.29106,299.2807,512.6303711,324.355,-3.35,10.709000000000001,13.49
MTCPZNVSDFCBBE-UHFFFAOYSA-N,-28609.8369,146.0879,1.33686,0.0,-1.02915,-0.10132999999999999,0.14132999999999998,0.36066,326.4365,453.71566770000004,315.682,-7.32,11.802,13.835
MUBZPKHOEPUJKR-UHFFFAOYSA-N,-18002.0137,25.8814,0.00538691,-1.45545,0.88839,-0.43178999999999995,0.44422,-1.45545,90.0354,214.8625793,89.3494,0.38,11.970999999999998,15.734000000000002
MUKSMBAVCDPKRC-UHFFFAOYSA-N,-27329.6122,47.4557,5.00056,-0.65385,-0.7841899999999999,-0.50493,0.30033000000000004,-0.42562,255.2756,465.34008789999996,288.02299999999997,-3.04,11.694,12.509
MVPPADPHJFYWMZ-UHFFFAOYSA-N,-18588.8142,-26.1793,1.40044,0.0,-0.6402100000000001,-0.12722,0.12444000000000001,0.03835,112.5585,268.0572205,128.422,-2.39474,12.356,13.815999999999999
MVQVNTPHUGQQHK-UHFFFAOYSA-N,-20365.9913,-237.4139,3.38996,-0.38408000000000003,-0.31674,-0.38408000000000003,0.23478000000000002,-0.5133,109.1274,283.41250610000003,135.23,0.96,12.213,14.366
MWBPRDONLNQCFV-UHFFFAOYSA-N,-31033.2643,-7.6815,3.09327,-0.46329,-1.0815700000000001,-0.46329,0.1743,-0.0598,304.6615,499.98937989999996,335.084,-4.88,11.475999999999999,13.800999999999998
MWKFXSUHUHTGQN-UHFFFAOYSA-N,-28378.0337,-123.5548,1.7040099999999998,-0.38816999999999996,-0.93073,-0.38816999999999996,0.23037,-0.38816999999999996,158.2832,452.0536499,241.203,-3.63,15.280999999999999,15.16
MWOOGOJBHIARFG-UHFFFAOYSA-N,-23313.8894,-232.9713,3.81074,-0.92189,0.04255,-0.41065,0.37854,-0.92189,152.1494,333.87539669999995,175.93400000000003,-1.15489,11.679,13.523
MWPLVEDNUUSJAV-UHFFFAOYSA-N,-21662.0899,6.946000000000001,0.00177463,0.0,-1.18612,-0.10755999999999999,0.12664,0.0,178.233,375.3824768,220.09,-6.436607,11.116,12.477
MWWATHDPGQKSAR-UHFFFAOYSA-N,-14545.7823,-21.7079,0.46362299999999995,0.0,-0.37389,-0.20543000000000003,0.20797,0.0,40.0646,192.77482609999998,68.8482,-0.41,14.222000000000001,15.385
MXBNEEHQIDLPLQ-UHFFFAOYSA-N,-25493.9332,-330.2335,4.42945,-0.99392,-0.39239,-0.50702,0.32918000000000003,-0.7825,216.239,403.1767273,245.205,-3.745,11.824000000000002,13.488
MXXWOMGUGJBKIW-UHFFFAOYSA-N,-29982.0738,-24.8544,4.82423,-0.9704200000000001,-0.79355,-0.53397,0.30379,-0.94344,285.342,557.9008789,338.389,-3.46,11.212,12.873
MZZBPDKVEFVLFF-UHFFFAOYSA-N,-28745.4469,375.5389,3.6233400000000002,0.0,-0.27061,-0.33899,0.1293,-0.6925,240.6949,471.2407837,277.433,-3.15,12.020999999999999,13.277999999999999
NAEAAGULDNVNCW-UHFFFAOYSA-N,-29125.3687,33.4455,5.24348,-1.6365299999999998,0.35564,-0.55714,0.38934,-1.59464,230.2632,479.05117800000005,277.855,-0.7290000000000001,12.962,13.619000000000002
NBBJYMSMWIIQGU-UHFFFAOYSA-N,-17939.5874,-19.9347,3.18951,-0.41263999999999995,0.03701,-0.41263999999999995,0.33174000000000003,-0.41263999999999995,58.0798,218.4291077,84.0597,0.58,13.116,14.942
NBFMTHWVRBOVPE-UHFFFAOYSA-N,-24930.0114,58.8896,0.00318741,-0.22766,-0.69968,-0.12124000000000001,0.1397,-0.11155999999999999,253.0842,417.5188293,252.12599999999998,-7.830002,11.777000000000001,12.96
NBQCNZYJJMBDKY-UHFFFAOYSA-N,-25156.7739,76.233,5.63856,-0.97506,-0.44186000000000003,-0.50347,0.31069,-0.48782,216.6669,393.5438538,238.141,-2.48,11.867,13.35
NCYHCGGUQGDEQW-UHFFFAOYSA-N,-27181.5932,-24.766,0.95744,-0.45818000000000003,-0.24055,-0.22935999999999998,0.10799,-0.02845,275.9462,405.8174133,261.376,-5.2395,11.595999999999998,13.739
NDAUXUAQIAJITI-UHFFFAOYSA-N,-29351.3891,-73.873,5.07702,-1.06293,-0.8024399999999999,-0.38045999999999996,0.25044,-1.15147,239.3138,489.19601439999997,305.806,-1.16115,12.359000000000002,13.508
NDDAHWYSQHTHNT-UHFFFAOYSA-N,-31886.7102,-210.7018,9.2447,-2.35565,-1.40234,-0.93625,2.4227,-0.24163,365.8337,582.8840942,386.279,-3.6397699999999995,11.415999999999999,12.498
NFACJZMKEDPNKN-UHFFFAOYSA-N,-26575.3338,-436.4882,4.25839,-2.63627,-0.19866,-0.9976700000000001,2.12982,-0.38369000000000003,257.4376,379.1217346,237.047,-0.33799999999999997,11.890999999999998,14.44
NFBOHOGPQUYFRF-UHFFFAOYSA-N,-22087.0469,131.3372,0.00180066,-0.23886,-0.7559600000000001,-0.11943,0.12785,-0.23886,184.19400000000002,367.70465089999993,205.12400000000002,-5.324741,12.033,12.889000000000001
NHOWDZOIZKMVAI-UHFFFAOYSA-N,-30472.8217,-303.0848,2.09252,-0.35317,-1.17331,-0.35317,0.28581999999999996,-0.54465,331.2006,512.3446045,351.209,-4.38,11.779000000000002,13.792
NHPPIJMARIVBGU-UHFFFAOYSA-N,-23752.7702,-395.694,1.34012,0.0,-0.8538899999999999,-0.10792,0.12721,0.00256,254.0698,345.1220703,198.14,-4.55,11.315,13.127
NHTGQOXRZFUGJX-UHFFFAOYSA-N,-24449.5721,17.6031,1.7194599999999998,0.0,-0.65855,-0.1176,0.14579,0.36712,267.9292,376.29141239999996,238.833,-5.43,10.779000000000002,13.533
