Compound,G_sol,DeltaG_sol,volume,sol_dip,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,LogS,Lsolu_Hsolv,Lsolv_Hsolu
WDECIBYCCFPHNR-UHFFFAOYSA-N,-24049.7731,4.774,272.176,0.00122423,0.0,-0.80197,-0.059860000000000003,0.06931,0.0,228.2928,431.6964416999999,-8.059982000000002,11.283,13.747
WDQPAMHFFCXSNU-BGABXYSRSA-N,-35894.0207,33.6829,534.137,14.1442,0.0,-0.60124,-0.49362,0.31622,-1.0435,475.4194,758.1863403,-6.244,10.94,12.960999999999999
WEEGYLXZBRQIMU-UHFFFAOYSA-N,-21603.4873,-3.5582,212.245,1.9704,-0.33894,0.10272,-0.33894,0.06573,-0.33894,154.2516,348.5737,-1.7207400000000002,14.942,16.046
WEHWNAOGRSTTBQ-UHFFFAOYSA-N,-20587.2204,16.9505,160.244,1.39479,0.0,0.18667999999999998,-0.36943000000000004,0.13239,-0.36943000000000004,101.1912,336.5730896,-0.46,15.288,15.602
WEVYAHXRMPXWCK-UHFFFAOYSA-N,-14564.6416,-7.7696,62.706,3.4019699999999995,0.0,0.09692,-0.19030999999999998,0.13003,-0.19030999999999998,41.0524,181.05960080000003,0.26,13.924000000000001,18.405
WFJNHVWTKZUUTR-UHFFFAOYSA-N,-27721.1934,-2.5561,362.661,3.05432,-0.36230999999999997,-0.032330000000000005,-0.36230999999999997,0.21006999999999998,-1.00623,296.4114,533.8390503,-2.63,11.331,14.623
WFRBDWRZVBPBDO-UHFFFAOYSA-N,-19876.3148,6.4333,155.525,1.8066900000000001,-0.37185,0.08997999999999999,-0.37185,0.20738,-0.37185,102.176,306.9523315,-0.49,15.49,16.507
WHTBVLXUSXVMEV-UHFFFAOYSA-N,-30293.3892,-183.0597,374.38,6.47347,-2.96956,-0.46975,-0.80816,1.82445,-0.53537,379.3683,553.4072266,-3.8,8.616,15.392999999999999
WIDHRBRBACOVOY-UHFFFAOYSA-N,-28852.3747,-123.14200000000001,308.51099999999997,2.85725,0.0,-0.04069,-0.09502000000000001,0.09842999999999999,-0.42563,326.4365,467.20846560000007,-7.050000999999999,11.126,15.055
WIIZWVCIJKGZOK-RKDXNWHRSA-N,-30362.3532,8.5744,332.25,7.79893,-1.9120700000000002,0.78083,-0.41048,0.52488,-2.06307,323.1322,505.22964479999996,-1.9759,10.790999999999999,15.624
WIKYUJGCLQQFNW-UHFFFAOYSA-N,-31192.2201,-127.7148,434.01,2.5560400000000003,0.0,0.2644,-0.38761,0.18561,-1.02746,373.9427,606.1245727999999,-4.4,11.703,13.73
WJNRPILHGGKWCK-UHFFFAOYSA-N,-25872.6461,287.3738,277.097,3.19644,0.0,1.46602,-0.48536999999999997,0.41957,-2.07776,229.7119,476.1960449,-4.43,11.915999999999999,15.39
WJRBRSLFGCUECM-UHFFFAOYSA-N,-18743.3881,-183.9303,104.31,3.19964,-0.8815700000000001,1.00593,-0.49168,0.50003,-1.6383299999999998,100.0768,245.5355682,-0.4,12.600999999999999,16.198
WJTCGQSWYFHTAC-UHFFFAOYSA-N,-19491.7956,-3.9052,161.931,0.0256387,0.0,-0.1827,-0.035339999999999996,0.0229,0.0,112.2144,310.6614685,-4.15,15.449000000000002,16.901
WJUSVIUZCYELMK-UHFFFAOYSA-N,-26915.642000000003,-44.5065,332.01199999999994,1.87762,-1.17344,0.8488399999999999,-0.44209,0.43623999999999996,-1.58475,275.3468,528.7696533,-0.8240000000000001,11.717,15.208
WKEDVNSFRWHDNR-UHFFFAOYSA-N,-24348.6606,6.3349,245.07299999999998,5.49001,-0.76457,-0.0171,-0.44896,0.42544,-1.0906200000000001,213.2354,421.0566711,-3.59,11.713,14.47
WKLCYOHFTPREOW-UHFFFAOYSA-N,-24426.6609,-121.9198,241.648,6.82822,-1.915,-0.78727,-0.7783399999999999,1.9461,-0.021230000000000002,249.3172,399.55896,-3.552,10.412,15.220999999999998
WLJVNTCWHIRURA-UHFFFAOYSA-N,-22639.7791,17.9172,196.859,4.01296,-1.53188,0.72017,-0.44738,0.38547,-1.53188,160.1694,378.1059265,-0.25192,13.177999999999999,17.021
WLJVXDMOQOGPHL-UHFFFAOYSA-N,-20853.0512,7.0636,165.84900000000002,1.7993599999999998,-0.75849,0.07656,-0.43991,0.38211,-0.75849,136.15,318.84399410000003,-0.88838,12.342,15.023
WMWJCKBJUQDYLM-UHFFFAOYSA-N,-24966.4944,20.7478,252.22799999999998,2.2843,-0.42363,0.07926,-0.21215,0.09582,-0.6365,253.0842,417.8428955,-7.180002,11.398,14.215
WPTCSQBWLUUYDV-UHFFFAOYSA-N,-25513.9111,227.2858,299.945,0.00752622,0.0,-0.37956,-0.26453000000000004,0.1025,-0.52812,256.3062,486.6873779,-5.4,11.035,14.369000000000002
WQOXQRCZOLPYPM-UHFFFAOYSA-N,-17827.6072,-6.4484,115.111,2.8214,0.0,-0.036930000000000004,-0.06708,0.0413,-0.13414,94.1894,250.3845673,-1.44,11.842,15.449000000000002
WQZGKKKJIJFFOK-UHFFFAOYSA-N,-22422.6787,63.6321,194.602,4.15383,-2.18723,0.90299,-0.38982,0.26316,-2.18723,180.1572,332.2939758,0.74,14.865,16.271
WREGKURFCTUGRC-UHFFFAOYSA-N,-25406.0981,-567.4943,239.503,7.45765,-1.23183,1.22259,-0.50348,0.46434,-2.36803,211.22,411.591217,-0.433,11.936,15.003
WRKNTBMMMVTKKA-UHFFFAOYSA-N,-27426.6297,104.6204,282.992,1.2615,-1.57243,1.2091,-0.44623,0.43656000000000006,-1.9941099999999998,237.2548,474.41790769999994,-1.09,11.710999999999999,15.21
WRMNZCZEMHIOCP-UHFFFAOYSA-N,-20521.5036,1.7717,161.238,1.8501599999999998,-0.39366,-0.18072,-0.39366,0.21361,-0.39366,122.1664,321.06323239999995,-0.74,12.392999999999999,14.954
WRNGAZFESPEMCN-UHFFFAOYSA-N,-29917.2392,76.3831,317.013,2.52878,-0.38065,0.39873000000000003,-0.19065,0.1157,-0.6866800000000001,356.4195,472.3686829,-9.480172,10.883,14.51
WTDRDQBEARUVNC-LURJTMIESA-N,-24010.7696,186.6777,226.15900000000002,5.70514,-1.39209,0.36832,-0.43351000000000006,0.39038,-1.7325099999999998,197.1902,385.0553589,-1.5290000000000001,12.008,14.882
WURBVZBTWMNKQT-UHFFFAOYSA-N,-28087.6347,49.2169,340.88699999999994,3.32174,-0.5605,0.69762,-0.38024,0.29377,-1.51063,293.7523,511.4438782,-3.61,11.8,14.982000000000001
WVDDGKGOMKODPV-UHFFFAOYSA-N,-19976.841,237.3403,139.681,1.60459,-0.39307,-0.14875,-0.39307,0.2232,-0.39307,108.1396,291.70315550000004,-0.4,12.353,15.040999999999999
WWGUMAYGTYQSGA-UHFFFAOYSA-N,-22110.6943,94.4373,203.793,0.044112599999999995,0.0,-0.40439,-0.09464,0.07466,0.0,156.2268,362.70727539999996,-4.72,11.702,14.078
WWJZWCUNLNYYAU-UHFFFAOYSA-N,-37211.9128,1289.8502,485.52,6.55189,-2.50848,0.42656000000000005,-0.62117,1.07188,-1.4236799999999998,466.4579,735.6398926,-6.24,10.064,14.724
WXMYDHQMJVPNTD-UHFFFAOYSA-N,-30710.4535,494.00300000000004,388.05699999999996,3.57778,-1.1935,1.09693,-0.47623000000000004,0.46893999999999997,-2.71196,364.351,562.9440308,-4.376,11.204,14.232999999999999
WXTMDXOMEHJXQO-UHFFFAOYSA-N,-21489.9433,-7.3192,164.623,4.07236,-1.3991200000000001,0.41711000000000004,-0.44088999999999995,0.43961000000000006,-1.3991200000000001,154.122,307.40039060000004,-0.10902,11.564,14.937999999999999
WXZMFSXDPGVJKK-UHFFFAOYSA-N,-21996.5242,-297.0098,164.423,0.00471652,-1.55142,0.68785,-0.38795999999999997,0.21239,-1.55142,136.1474,304.3575439,-0.44,15.190999999999999,16.6
WXZVAROIGSFCFJ-UHFFFAOYSA-N,-27897.0131,18.407,339.894,5.68215,-0.7023699999999999,0.3926,-0.44206999999999996,0.37799,-1.1208799999999999,271.3584,515.2086791999999,-3.57,11.687000000000001,13.927999999999999
WYEHFWKAOXOVJD-UHFFFAOYSA-N,-32758.5005,-525.3981,403.098,5.23005,-0.6198100000000001,1.26672,-0.43573,0.6632899999999999,-2.41903,394.3001,620.1217041,-6.8970009999999995,11.442,14.683
WYKYKTKDBLFHCY-UHFFFAOYSA-N,-23861.9261,44.6258,232.399,7.794739999999999,-0.47188,0.19222,-0.47188,0.40978000000000003,-1.13848,221.6457,404.20712280000004,-2.80245,11.222000000000001,14.638
WYMSBXTXOHUIGT-UHFFFAOYSA-N,-29203.8373,147.8925,302.617,8.931189999999999,-2.86413,0.40513000000000005,-0.74259,1.36385,-0.9756,275.1975,504.1974182,-2.059,10.225,15.767999999999999
WZJZMXBKUWKXTQ-UHFFFAOYSA-N,-29561.3835,150.1727,338.55800000000005,1.1981,-1.56205,0.93701,-0.49872,0.50956,-2.1741,300.3134,570.8458862000001,-4.63,11.982000000000001,14.589
WZWYJBNHTWCXIM-JLHYYAGUSA-N,-29086.9157,-71.6251,337.781,5.67842,-2.11746,0.01405,-0.76565,1.9051099999999999,-1.11944,337.3676,513.2810668999999,-3.7835099999999997,10.249,14.455
XADCESSVHJOZHK-UHFFFAOYSA-N,-27120.3268,-63.9493,310.503,2.21849,-0.72958,0.54892,-0.42722,0.38647,-1.1163399999999999,247.3364,477.76715089999993,-1.89,12.289000000000001,15.024000000000001
XBCXJKGHPABGSD-UHFFFAOYSA-N,-20434.5644,-346.5169,139.161,5.8918099999999995,-0.9398299999999999,1.063,-0.47828999999999994,0.5022300000000001,-1.59875,126.1146,286.17288210000004,-0.8,12.081,15.091
XDLPWPNVUPKKSN-UHFFFAOYSA-N,-29679.2055,214.2305,373.272,9.9908,-1.18665,1.00394,-0.47716000000000003,0.46935,-2.2216099999999996,331.3459,557.8894653,-5.405,11.254000000000001,14.462
XEFQLINVKFYRCS-UHFFFAOYSA-N,-27100.075,-68.0709,292.483,2.22332,-0.52508,0.03685,-0.31437,0.24009,-0.83254,289.5451,461.01336669999995,-4.46,11.585,14.95
XEKOWRVHYACXOJ-UHFFFAOYSA-N,-19435.4521,-82.5338,116.258,1.9927700000000002,-0.7638699999999999,0.58772,-0.44154,0.37242,-0.7638699999999999,88.10600000000001,269.0452881,-0.04,13.113,17.077
XEROSHXMTSNDBW-UHFFFAOYSA-N,-25820.0978,-319.3572,255.327,5.01739,-2.74324,-1.17705,-0.8298,1.9474200000000002,0.09596,267.3324,421.1669006,-1.57,10.399000000000001,15.777999999999999
XFOHWECQTFIEIX-UHFFFAOYSA-N,-24749.5335,511.3007,236.226,7.41777,-0.7853399999999999,-0.36124,-0.3932,0.5271399999999999,-0.2582,211.2196,402.39624019999997,-4.723,10.757,14.642000000000001
XGEGHDBEHXKFPX-UHFFFAOYSA-N,-17747.122,0.8802,92.1932,5.06042,-0.55152,0.73814,-0.55152,0.50408,-1.37137,74.0822,232.31369019999997,1.13,14.193,15.809000000000001
XIGAUIHYSDTJHW-UHFFFAOYSA-N,-28698.0836,-365.9008,337.48900000000003,4.95886,-0.66813,0.31284,-0.43701999999999996,0.37393000000000004,-1.10217,298.3588,542.1179199,-4.87,11.46,14.634
XITQUSLLOSKDTB-UHFFFAOYSA-N,-27300.1543,-68.7079,288.83099999999996,3.18376,-0.9919600000000001,-0.01848,-0.38656,0.52623,-0.66259,284.0982,462.31475830000005,-5.46,10.722000000000001,15.033
XIURVHNZVLADCM-IUODEOHRSA-N,-32659.8689,-256.3166,418.295,8.180530000000001,-2.28649,1.4357600000000001,-0.44853000000000004,0.42152,-2.82422,396.4322,621.1513672,-2.938,11.562000000000001,14.981
XJCVRTZCHMZPBD-UHFFFAOYSA-N,-21234.1696,44.3577,152.94,7.76483,-0.78442,-0.11750999999999999,-0.39249,0.5234800000000001,-0.63681,138.1256,303.33880619999996,-2.19,10.965,14.213
XJGVXQDUIWGIRW-UHFFFAOYSA-N,-29191.9793,556.2295,370.74699999999996,1.75478,-0.24268,0.8136,-0.40359,0.3309,-1.53759,327.8127,546.0799561000001,-4.419,11.34,14.088
XJKSTNDFUHDPQJ-UHFFFAOYSA-N,-24327.9626,53.1754,288.70599999999996,0.00131038,0.0,-0.92663,-0.06614,0.06754,0.0,230.3086,476.96984860000003,-7.109997999999999,11.690999999999999,14.173
XKEFYDZQGKAQCN-UHFFFAOYSA-N,-21257.0785,100.1858,175.988,0.0036595,0.0,-0.01779,-0.0936,0.09957,-0.28065999999999997,181.4487,316.5698242,-4.53587,11.571,15.543
XKFPYPQQHFEXRZ-UHFFFAOYSA-N,-25669.0945,-32.0226,272.42,2.98444,-0.43383,0.0742,-0.45215,0.45966999999999997,-1.00747,231.2536,475.73867800000005,-2.46,11.982000000000001,14.994000000000002
XKJMBINCVNINCA-UHFFFAOYSA-N,-26526.2467,-79.9023,259.89599999999996,6.7874,-0.6793899999999999,0.9177299999999999,-0.49362,0.51515,-1.52742,249.0962,439.34762570000004,-3.5554300000000003,11.679,14.815999999999999
XLOMZPUITCYLMJ-UHFFFAOYSA-N,-27196.261000000002,670.9351,308.41200000000003,3.7113699999999996,-0.68639,0.7143,-0.39712,0.37785,-1.6381,254.3464,474.44955439999995,-3.46,10.958,14.827
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,-25608.1007,-86.9632,246.21200000000002,6.987710000000001,-0.51226,0.95016,-0.51226,0.50889,-1.49537,233.0968,420.56042479999996,-3.8220099999999997,11.712,14.787
XNLICIUVMPYHGG-UHFFFAOYSA-N,-18905.6955,-7.0672,126.45299999999999,3.10771,-0.36949,0.1926,-0.36949,0.25373,-0.36949,86.1334,282.2399292,-0.19,12.868,16.195
XQUXKZZNEFRCAW-UHFFFAOYSA-N,-32675.3417,-245.6725,438.091,2.94893,-0.93865,0.17911,-0.41331999999999997,0.40776999999999997,-1.05826,349.4286,642.5148926,-6.03,11.97,14.702
XQXPVVBIMDBYFF-UHFFFAOYSA-N,-21729.8032,21.9495,177.388,3.65931,-1.08748,0.21186,-0.43995,0.38221,-1.08748,152.1494,333.04690550000004,-0.9442200000000001,12.158,14.895
XQZYPMVTSDWCCE-UHFFFAOYSA-N,-20339.2292,3.6033,158.60299999999998,7.0575,0.0,-0.026560000000000004,-0.15344000000000002,0.08499,-0.30682,128.13299999999998,305.0411987,-2.38,11.350999999999999,15.43
XRECTZIEBJDKEO-UHFFFAOYSA-N,-19868.7778,-9.4119,130.703,9.10779,-0.49075,0.9086700000000001,-0.49075,0.45251,-1.7352900000000002,129.0935,270.69473270000003,-1.05193,11.667,14.607999999999999
XRHGWAGWAHHFLF-UHFFFAOYSA-N,-29964.111,104.4287,345.918,6.406630000000001,-1.1909100000000001,0.9232299999999999,-0.58455,1.08219,-1.2870700000000002,313.7384,556.0953979,-3.66,9.881,15.185
XRTJYEIMLZALBD-UHFFFAOYSA-N,-25995.5018,-106.1144,277.719,2.8206700000000002,0.0,-0.46738,-0.37033,0.20600000000000002,-0.45835,240.3222,462.15377810000007,-3.68,11.185,13.829
XSKQKDTZQNFCCB-UHFFFAOYSA-N,-23557.9861,102.5688,197.63400000000001,4.62766,-1.69934,0.57731,-0.3901,0.52623,-1.17311,197.14700000000002,355.0434875,-3.0639999999999996,10.729000000000001,15.01
XSQUKJJJFZCRTK-UHFFFAOYSA-N,-16185.3104,-11.4161,70.2356,5.17815,-0.56113,0.50248,-0.56113,0.50248,-1.35083,60.0554,199.6749725,0.96,14.228,16.104
XTRDKALNCIHHNI-UHFFFAOYSA-N,-23697.2803,-42.728,185.938,6.04821,-1.5086600000000001,0.03415,-0.38105,0.5262399999999999,-0.45633999999999997,182.1354,341.94244380000004,-3.0,10.57,15.897
XUCIJNAGGSZNQT-UHFFFAOYSA-N,-35223.3497,-80.0302,509.038,4.64084,-3.88919,1.6957900000000001,-0.38654,0.30232,-4.035830000000001,457.4334,691.333374,-0.77,12.203,15.106
XUFQPHANEAPEMJ-UHFFFAOYSA-N,-32176.91,-604.7468,353.955,8.71756,-1.63015,0.62555,-0.81514,1.92294,-2.80577,337.4322,580.171875,-2.6468,10.924000000000001,14.815
XUYPXLNMDZIRQH-UHFFFAOYSA-N,-24947.269,-256.7977,231.733,3.7514800000000004,-1.20896,0.81843,-0.46933,0.3705,-1.67245,191.2446,399.303833,0.032,12.995999999999999,15.184000000000001
XWKFPIODWVPXLX-UHFFFAOYSA-N,-19558.3832,-19.7052,145.299,2.4893099999999997,0.0,0.01787,-0.30163,0.09096,-0.30163,107.1548,299.45178219999997,0.4,12.1,15.088
XYGUXAGVJDBSBP-UHFFFAOYSA-N,-26553.5051,104.9949,269.904,3.52084,-1.66798,1.21333,-0.47863999999999995,0.43688,-2.4229,236.2268,461.9148254,-1.4980000000000002,11.712,15.209000000000001
XZTUSOXSLKTKJQ-UHFFFAOYSA-N,-30912.0302,-125.0348,450.269,6.72933,-1.4384700000000001,0.34775,-0.39760999999999996,0.40505,-1.4384700000000001,374.5192,576.3969727000001,-4.574,11.728,15.975999999999999
YAPQBXQYLJRXSA-UHFFFAOYSA-N,-22631.7414,-329.3024,193.378,5.36851,-0.9245200000000001,1.52506,-0.47696000000000005,0.5131600000000001,-2.07821,180.1658,349.1856995,-2.58679,11.907,14.708
YASYVMFAVPKPKE-UHFFFAOYSA-N,-24467.6453,1229.1808,198.41400000000002,6.698910000000001,-1.64595,0.6069399999999999,-0.7297,1.07884,-1.12449,183.1617,369.03607180000006,0.54,9.746,16.017
YBPAYPRLUDCSEY-UHFFFAOYSA-N,-21788.0022,3.5097,181.35,6.09854,-0.81011,0.17092000000000002,-0.48063999999999996,0.3701,-1.1843,151.1646,340.4301147,-2.3860099999999997,12.220999999999998,14.828
YCLSOMLVSHPPFV-UHFFFAOYSA-N,-24523.4161,26.62,230.891,0.745214,-1.5162,0.63144,-0.4435,0.39048,-1.587,210.2626,410.6345215,-0.19,11.685,15.569
YCMLQMDWSXFTIF-UHFFFAOYSA-N,-22356.4912,876.3266,184.11900000000003,6.6409899999999995,-1.58402,-0.47181999999999996,-0.79242,1.90343,-0.3731,171.2136,338.4365234,-2.02,10.687999999999999,15.312999999999999
YCSBALJAGZKWFF-UHFFFAOYSA-N,-24080.381,-26.4394,233.77200000000002,2.3649400000000003,0.0,-0.61233,-0.3846,0.19927999999999998,-0.3846,193.2476,399.208313,-5.17,11.204,13.219000000000001
YEAICDDXRUOCKJ-UHFFFAOYSA-N,-25847.6674,1.6834,263.198,8.43644,-1.56971,-0.19482,-0.79103,1.90957,-1.1356600000000001,250.2746,438.16757199999995,-3.7,10.677,14.419
YFBPRJGDJKVWAH-UHFFFAOYSA-N,-27480.728,-887.0164,272.107,3.32991,-0.7608,0.60747,-0.50346,0.50678,-1.12535,225.305,457.83193969999996,-3.9210000000000003,11.747,15.119000000000002
YFGYUFNIOHWBOB-UHFFFAOYSA-N,-26512.1185,130.9092,292.482,3.3778599999999996,-0.6543899999999999,2.11185,-0.43595,0.48972,-2.24473,238.2888,492.7565308,-1.95,12.075,14.547
YGLMVCVJLXREAK-UHFFFAOYSA-N,-24605.3076,88.78399999999999,288.20099999999996,4.905959999999999,-0.5282100000000001,0.7880199999999999,-0.5282100000000001,0.50746,-1.3894600000000001,222.3296,460.130188,-3.01,14.050999999999998,15.530999999999999
YGYNBBAUIYTWBF-UHFFFAOYSA-N,-21939.586,31.1595,204.738,0.044726800000000004,0.0,-0.39886,-0.10922,0.07747000000000001,0.0,156.2268,372.11218260000004,-4.89,11.693,14.075999999999999
YIKYNHJUKRTCJL-UHFFFAOYSA-N,-20878.8521,-28.3581,161.40200000000002,4.21506,-0.8737299999999999,0.3201,-0.43977,0.31763,-0.8737299999999999,140.1384,317.07739260000005,-0.8937799999999999,11.82,14.669
YJDYCULVYZDESB-UHFFFAOYSA-N,-26989.6938,11.8398,353.225,3.1629099999999997,-0.33379000000000003,-0.07361000000000001,-0.33379000000000003,0.28118000000000004,-0.33379000000000003,274.4454,485.67507930000005,-6.7,12.857999999999999,15.914000000000001
YKGCCFHSXQHWIG-UHFFFAOYSA-N,-24715.581000000002,19.4362,272.173,4.7525,-0.34778000000000003,0.05223,-0.37923,0.25805,-0.74755,225.3482,389.55575560000005,-3.716,12.68,15.231
YKJYKKNCCRKFSL-UHFFFAOYSA-N,-27822.1391,191.7587,321.63,2.4313599999999997,-1.39486,0.76441,-0.44363,0.36767,-1.7228,265.3084,509.7983398,-1.61,12.385,14.448
YKYONYBAUNKHLG-UHFFFAOYSA-N,-20794.5645,48.9612,137.506,2.01193,-0.76317,0.5685,-0.44137,0.37238000000000004,-0.76317,102.1328,301.2148438,-0.72,13.107999999999999,17.067999999999998
YLQBMQCUIZJEEH-UHFFFAOYSA-N,-16112.9333,-5.6863,85.6062,0.381662,-0.13890999999999998,-0.32476,-0.15839,0.13969,-0.13890999999999998,68.075,214.05572510000002,-0.82,12.927,14.796
YMWUJEATGCHHMB-UHFFFAOYSA-N,-16448.9499,-7.9144,82.5698,2.49451,0.0,0.24204,-0.2036,0.24204,-0.40685,84.9328,201.4446259,-0.63,12.255999999999998,17.840999999999998
YNARWAUTTJJADX-UHFFFAOYSA-N,-26854.1174,-560.6778,308.411,5.8331599999999995,0.0,0.9785799999999999,-0.45656,0.2897,-1.6692599999999997,270.3514,471.55749510000004,-4.63,10.998,14.357000000000001
YNAVUWVOSKDBBP-UHFFFAOYSA-N,-18047.0293,-12.333,114.16,1.45729,-0.37426,0.36596,-0.37426,0.13749,-0.74351,87.1212,252.33430479999998,1.06,15.15,15.357999999999999
YNBADRVTZLEFNH-UHFFFAOYSA-N,-21013.074,-17.5652,160.43200000000002,0.520048,-0.7698699999999999,0.66199,-0.44133,0.44308000000000003,-1.09185,137.1378,315.7475586,-0.46,11.520999999999999,15.51
YNDXUCZADRHECN-JNQJZLCISA-N,-32886.7388,-84.7589,490.259,5.58544,-2.07176,0.93596,-0.38249,0.32948,-2.33296,434.5037,593.7130737000001,-4.32,11.592,15.743
YNPNZTXNASCQKK-UHFFFAOYSA-N,-22427.6661,30.0056,218.077,0.13300399999999998,0.0,-0.66261,-0.06015,0.0687,0.0,178.233,371.7520752,-5.258842,11.556,14.007
YNVOMSDITJMNET-UHFFFAOYSA-N,-19799.3059,47.0641,138.201,2.09049,-0.77091,-0.09561,-0.45236000000000004,0.4554,-0.50178,128.1454,272.9131775,-1.47,11.679,15.308
YOJAHJGBFDPSDI-UHFFFAOYSA-N,-24014.625,532.3381,196.368,5.46643,-1.51946,0.55097,-0.42836,0.52152,-0.9979399999999999,181.1476,362.29373169999997,-3.035,10.574000000000002,15.652000000000001
YOYAIZYFCNQIRF-UHFFFAOYSA-N,-21942.0884,183.4639,177.815,6.0970699999999995,0.0,0.03275,-0.13806,0.09565,-0.31677,172.0134,315.52014160000004,-4.24,11.26,15.525
YREQHYQNNWYQCJ-UHFFFAOYSA-N,-33675.5927,-21.0265,478.70300000000003,3.81791,-0.8935,-0.09167,-0.35702,0.21644000000000002,-0.8935,376.4944,722.4853516,-8.59998,12.168,14.499
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,-23381.3212,-0.8919,235.678,2.87217,-0.37294,-0.45257,-0.37294,0.35591999999999996,-0.16339,212.2656,387.5991516,-5.54,11.328,14.449000000000002
YRHYCMZPEVDGFQ-UHFFFAOYSA-N,-27378.8837,-1239.3206,267.843,1.8879400000000002,-0.7676,0.47948999999999997,-0.43688,0.38094,-0.7676,186.2936,490.0866089,-4.63,13.113,16.859
YTBRNEUEFCNVHC-UHFFFAOYSA-N,-23547.8901,-31.3988,244.83599999999998,0.00219346,0.0,-0.3909,-0.1217,0.08104,-0.2433,223.1012,408.0617371,-6.56,11.509,14.630999999999998
YUWFEBAXEOLKSG-UHFFFAOYSA-N,-22508.7407,-50.1159,227.04,0.06587029999999999,0.0,-0.055670000000000004,-0.07937999999999999,0.07318999999999999,0.0,162.2742,383.672699,-5.23,12.269,14.755
YVWZWRFAFZRJGU-UHFFFAOYSA-N,-27726.2421,-28.5992,312.02299999999997,2.90889,-1.5630000000000002,1.0510700000000002,-0.44332,0.43673999999999996,-1.9877799999999999,263.2926,498.6098328,-1.349,11.709000000000001,15.21
YWBVHLJPRPCRSD-UHFFFAOYSA-N,-30012.0465,-409.8594,368.473,9.175980000000001,-0.44648000000000004,0.5152,-0.44648000000000004,0.66201,-1.42655,329.3209,562.6322021000001,-4.44,11.797,14.169
YZMCKZRAOLZXAZ-UHFFFAOYSA-N,-27979.3356,24.5699,307.673,7.99705,-1.5643200000000002,0.12802,-0.78983,1.9081400000000002,-1.33749,278.3282,501.8950806,-2.27725,10.655999999999999,14.422
YZVWKHVRBDQPMQ-UHFFFAOYSA-N,-23274.8343,13.0072,254.525,2.27577,0.0,-0.63515,-0.36304000000000003,0.20425,-0.36304000000000003,217.2696,404.5418396,-0.6127199999999999,11.732999999999999,13.58
ZAFYATHCZYHLPB-UHFFFAOYSA-N,-29782.2713,224.7478,381.334,7.43803,-0.45398,0.5895600000000001,-0.45398,0.36275999999999997,-1.28821,307.3944,575.1503296,-1.297,11.698,14.192
ZCINFQNVNLHJOV-UHFFFAOYSA-N,-25764.9876,459.5432,254.065,4.9662,-1.42036,0.9859100000000001,-0.40848,0.54394,-1.27668,214.2206,430.449646,-4.331,10.499,15.93
ZDPHROOEEOARMN-UHFFFAOYSA-N,-25596.4876,68.6031,267.028,2.01547,-0.7661100000000001,0.25616,-0.44747,0.38516,-0.7661100000000001,186.2936,485.32046510000004,-3.55,13.18,16.805999999999997
ZDXPYRJPNDTMRX-VKHMYHEASA-N,-21853.5651,48.1538,172.485,4.3667,-1.2427,0.7871100000000001,-0.48795,0.37142,-1.9445299999999999,146.1456,317.37652589999993,-0.55,13.033,16.121
ZEKZLJVOYLTDKK-UHFFFAOYSA-N,-31111.8098,-788.8264,384.25199999999995,6.418419999999999,-1.1819899999999999,1.59799,-0.47823999999999994,0.47071999999999997,-2.47601,351.3522,560.2598267000001,-2.3328,11.064,14.565
ZGEGCLOFRBLKSE-UHFFFAOYSA-N,-20590.5791,-69.4921,159.921,0.0107252,0.0,-0.21218,-0.13072,0.0613,0.0,98.1876,333.22052,-3.73,13.418,15.522
ZGRYQDHDZGJMNF-UHFFFAOYSA-N,-26395.428,-39.5752,266.556,9.66165,-3.47505,-1.14793,-0.7876,1.94937,-0.0608,283.3318,426.7894592,-1.589,10.232999999999999,16.004
ZIEWAMOXCOLNSJ-UHFFFAOYSA-N,-28934.4266,117.4627,307.789,3.77918,-1.03141,0.99295,-0.38885,0.36630999999999997,-1.69059,318.5433,466.13656619999995,-5.03,10.455,15.442
ZISSAWUMDACLOM-UHFFFAOYSA-N,-19581.5256,5.0024,161.917,0.019152000000000002,0.0,0.03598,-0.12932000000000002,0.05259,0.0,100.2034,301.1340332,-4.36,15.537,17.141
ZJJXGWJIGJFDTL-UHFFFAOYSA-N,-36795.6109,166.7459,505.088,11.8371,-2.49933,0.84383,-0.77417,1.91123,-2.46231,445.5354,771.5485229,-5.4881,10.382,15.419
ZJYJZEAJZXVAMF-UHFFFAOYSA-N,-22796.5336,166.0655,193.09099999999998,7.3484300000000005,-0.78656,-0.29955,-0.39465,0.5240199999999999,-0.26254,173.1708,348.5960083,-3.824,10.795,14.444
ZLAQATDNGLKIEV-UHFFFAOYSA-N,-20652.0244,16.7073,158.648,3.47575,-0.30638000000000004,0.40731999999999996,-0.34031,0.29036,-0.8607899999999999,142.1752,304.75936889999997,-2.45,11.494000000000002,15.630999999999998
ZMANZCXQSJIPKH-UHFFFAOYSA-N,-19653.9149,12.2079,158.408,1.25272,0.0,0.35393,-0.37072,0.09328,-0.37072,101.1912,318.6445923,-0.14,15.062000000000001,15.347000000000001
