Compound,G_sol,DeltaG_sol,volume,sol_dip,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,LogS,Lsolu_Hsolv,Lsolv_Hsolu
ZMISODWVFHHWNR-UHFFFAOYSA-N,-26299.5018,-5.3731,333.525,3.06734,-0.35836999999999997,-0.38839,-0.36906,0.20828000000000002,-0.72743,267.37,484.0611877,-1.386,12.222999999999999,14.898
ZNNLBTZKUZBEKO-UHFFFAOYSA-N,-37434.1096,497.7903,549.275,9.476510000000001,-2.76983,0.78547,-0.7742100000000001,1.9122299999999999,-2.41,494.0043,820.3442993,-5.09,10.383,14.828
ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,-28200.7782,5.6402,292.426,8.04177,-2.00202,0.52071,-0.60926,1.07279,-1.02197,277.2313,474.74627689999994,-4.14976,9.901,15.126
ZNSSPLQZSUWFJT-UHFFFAOYSA-N,-25547.9087,27.8655,262.71,2.71043,-1.09138,0.40269,-0.44592,0.43622,-1.09138,208.2566,465.28451540000003,-3.813,11.592,15.132
ZQUPQXINXTWCQR-UHFFFAOYSA-N,-30146.769,-329.0945,333.06300000000005,3.43526,0.0,0.06729,-0.09258999999999999,0.11022,-0.45453000000000005,360.8816,485.80828859999997,-7.659992,11.005,15.296
ZRKWMRDKSOPRRS-UHFFFAOYSA-N,-19110.6628,-58.4017,112.564,1.83988,-0.8093100000000001,0.69326,-0.48331999999999997,0.52183,-1.2272100000000001,103.0804,250.5993347,-0.85,11.71,16.453
ZRSNZINYAWTAHE-UHFFFAOYSA-N,-21558.62,252.8999,164.903,2.80639,-0.69789,0.30609000000000003,-0.39757,0.35678000000000004,-0.69789,136.15,323.02789310000003,-1.49,11.713,14.706
ZRVUJXDFFKFLMG-UHFFFAOYSA-N,-29889.1016,543.2065,356.936,5.06689,-2.1678900000000003,0.25038,-0.76994,1.88535,-1.27595,351.3944,542.7979736000001,-2.99568,10.253,14.609000000000002
ZSDSQXJSNMTJDA-UHFFFAOYSA-N,-30270.1758,308.6197,353.809,2.3114,-1.43052,1.0206600000000001,-0.3897,0.6745899999999999,-1.3988399999999999,335.2823,519.8405762,-5.68,10.219,15.945
ZTMKADLOSYKWCA-UHFFFAOYSA-N,-25180.3554,-65.5897,277.194,5.25509,-0.9153700000000001,0.8812200000000001,-0.46357,0.50142,-1.53724,234.2974,453.00048830000003,-4.59,11.942,14.970999999999998
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,-17889.4991,8.9072,105.855,3.04336,-0.37879,0.23208,-0.37879,0.3019,-0.37879,72.1066,252.30250550000002,-0.01,13.01,16.283
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,-17729.9786,-2.2429,104.45700000000001,3.11868,-0.37023,0.21254,-0.37023,0.25428,-0.37023,72.1066,249.5191193,0.52,12.864,16.223
ZWUAUTPCFIIFAS-UHFFFAOYSA-N,-27653.21,65.5157,337.13199999999995,1.86094,-1.1773,0.95175,-0.44096,0.4365,-1.58148,263.3358,500.62042239999994,-3.341,11.709000000000001,15.210999999999999
ZXAGXLDEMUNQSH-UHFFFAOYSA-N,-24521.2552,-27.9674,262.735,0.0487726,0.0,-0.6198,-0.09572,0.07196,0.0,206.2866,436.29711910000003,-6.89,11.128,13.460999999999999
ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,-17981.4444,-5.1278,112.34,1.7175200000000002,-0.39226,0.17334000000000002,-0.39226,0.21181,-0.39226,74.1224,255.27035519999995,0.04,15.595,16.788
ZXFXBSWRVIQKOD-UHFFFAOYSA-N,-27294.2293,-116.4033,328.061,6.1801699999999995,-0.25816999999999996,0.28121,-0.25816999999999996,0.12335,-0.8211799999999999,389.3199,442.54284670000004,-6.151085,11.265999999999998,16.239
ZXQYGBMAQZUVMI-UHFFFAOYSA-N,-36016.8725,-159.0484,502.81699999999995,3.6993699999999996,-0.93048,0.67991,-0.40963,0.66462,-1.78062,449.8562,742.619751,-8.179996000000001,11.585,14.642999999999999
ZXVONLUNISGICL-UHFFFAOYSA-N,-24315.3222,753.0879,202.519,6.56048,-1.8156,0.2184,-0.38463,0.53157,-0.7538100000000001,198.1348,355.7371521,-1.46,10.485999999999999,15.852
ZYJPUMXJBDHSIF-NSHDSACASA-N,-27442.6916,105.5227,326.791,2.9216900000000003,-1.53865,0.83186,-0.49241999999999997,0.50455,-1.9113099999999998,265.3084,515.7813721,-2.1549,12.312999999999999,15.025
ZZLCFHIKESPLTH-UHFFFAOYSA-N,-22668.0223,-17.7237,218.713,0.034090300000000004,0.0,-0.59212,-0.10752,0.07833,0.0,168.2378,389.8683777,-4.62,11.902000000000001,14.375
ZZORFUFYDOWNEF-UHFFFAOYSA-N,-29382.3655,-65.6502,331.903,9.3275,-2.10108,0.8195600000000001,-0.78846,1.90831,-2.01373,310.327,530.7507324,-2.96,10.639000000000001,14.418
ZZUFCTLCJUWOSV-UHFFFAOYSA-N,-28650.0306,-74.7287,326.33099999999996,7.62025,-2.46905,0.12813,-0.79414,1.9200599999999999,-1.68165,330.7423,521.4887085,-3.80528,10.63,14.872
